# Incidents,Incident Reported Month,Incident Reported Quarter,Incident Reported Year,Neighbourhood Description (Occurrence),UCR Violation Type Group (Incident)
1,2,Q1,2015,MCCONACHIE AREA,Theft From Vehicle
2,5,Q2,2015,MCCONACHIE AREA,Theft From Vehicle
4,6,Q2,2015,MCCONACHIE AREA,Theft From Vehicle
1,7,Q3,2015,MCCONACHIE AREA,Theft From Vehicle
5,9,Q3,2015,MCCONACHIE AREA,Theft From Vehicle
5,10,Q4,2015,MCCONACHIE AREA,Theft From Vehicle
2,5,Q2,2015,MCCONACHIE AREA,Theft Of Vehicle
6,6,Q2,2015,MCCONACHIE AREA,Theft Of Vehicle
1,7,Q3,2015,MCCONACHIE AREA,Theft Of Vehicle
1,8,Q3,2015,MCCONACHIE AREA,Theft Of Vehicle
1,9,Q3,2015,MCCONACHIE AREA,Theft Of Vehicle
1,10,Q4,2015,MCCONACHIE AREA,Theft Of Vehicle
1,11,Q4,2015,MCCONACHIE AREA,Theft Of Vehicle
2,12,Q4,2015,MCCONACHIE AREA,Theft Of Vehicle
1,3,Q1,2015,MCCONACHIE AREA,Theft Over $5000
1,7,Q3,2015,MCCONACHIE AREA,Theft Over $5000
1,9,Q3,2015,MCCONACHIE AREA,Theft Over $5000
1,10,Q4,2015,MCCONACHIE AREA,Theft Over $5000
1,4,Q2,2015,MCINTYRE INDUSTRIAL,Assault
1,7,Q3,2015,MCINTYRE INDUSTRIAL,Assault
1,9,Q3,2015,MCINTYRE INDUSTRIAL,Assault
1,1,Q1,2015,MCINTYRE INDUSTRIAL,Break and Enter
2,5,Q2,2015,MCINTYRE INDUSTRIAL,Break and Enter
1,9,Q3,2015,MCINTYRE INDUSTRIAL,Break and Enter
1,11,Q4,2015,MCINTYRE INDUSTRIAL,Break and Enter
2,12,Q4,2015,MCINTYRE INDUSTRIAL,Break and Enter
1,1,Q1,2015,MCINTYRE INDUSTRIAL,Robbery
1,5,Q2,2015,MCINTYRE INDUSTRIAL,Robbery
3,1,Q1,2015,MCINTYRE INDUSTRIAL,Theft From Vehicle
3,5,Q2,2015,MCINTYRE INDUSTRIAL,Theft From Vehicle
1,6,Q2,2015,MCINTYRE INDUSTRIAL,Theft From Vehicle
2,8,Q3,2015,MCINTYRE INDUSTRIAL,Theft From Vehicle
1,12,Q4,2015,MCINTYRE INDUSTRIAL,Theft From Vehicle
3,5,Q2,2015,MCINTYRE INDUSTRIAL,Theft Of Vehicle
2,8,Q3,2015,MCINTYRE INDUSTRIAL,Theft Of Vehicle
1,9,Q3,2015,MCINTYRE INDUSTRIAL,Theft Of Vehicle
5,12,Q4,2015,MCINTYRE INDUSTRIAL,Theft Of Vehicle
1,9,Q3,2015,MCINTYRE INDUSTRIAL,Theft Over $5000
1,2,Q1,2015,MCKERNAN,Assault
2,3,Q1,2015,MCKERNAN,Assault
1,8,Q3,2015,MCKERNAN,Assault
1,10,Q4,2015,MCKERNAN,Assault
1,11,Q4,2015,MCKERNAN,Assault
1,12,Q4,2015,MCKERNAN,Assault
6,1,Q1,2015,MCKERNAN,Break and Enter
1,2,Q1,2015,MCKERNAN,Break and Enter
1,4,Q2,2015,MCKERNAN,Break and Enter
7,5,Q2,2015,MCKERNAN,Break and Enter
2,6,Q2,2015,MCKERNAN,Break and Enter
2,7,Q3,2015,MCKERNAN,Break and Enter
1,8,Q3,2015,MCKERNAN,Break and Enter
2,10,Q4,2015,MCKERNAN,Break and Enter
2,11,Q4,2015,MCKERNAN,Break and Enter
6,12,Q4,2015,MCKERNAN,Break and Enter
1,9,Q3,2015,MCKERNAN,Robbery
1,8,Q3,2015,MCKERNAN,Sexual Assaults
1,10,Q4,2015,MCKERNAN,Sexual Assaults
1,12,Q4,2015,MCKERNAN,Sexual Assaults
1,2,Q1,2015,MCKERNAN,Theft From Vehicle
1,4,Q2,2015,MCKERNAN,Theft From Vehicle
1,5,Q2,2015,MCKERNAN,Theft From Vehicle
1,6,Q2,2015,MCKERNAN,Theft From Vehicle
8,7,Q3,2015,MCKERNAN,Theft From Vehicle
2,8,Q3,2015,MCKERNAN,Theft From Vehicle
3,9,Q3,2015,MCKERNAN,Theft From Vehicle
8,10,Q4,2015,MCKERNAN,Theft From Vehicle
2,11,Q4,2015,MCKERNAN,Theft From Vehicle
2,5,Q2,2015,MCKERNAN,Theft Of Vehicle
2,6,Q2,2015,MCKERNAN,Theft Of Vehicle
1,7,Q3,2015,MCKERNAN,Theft Of Vehicle
1,10,Q4,2015,MCKERNAN,Theft Of Vehicle
1,9,Q3,2015,MCKERNAN,Theft Over $5000
1,1,Q1,2015,MCLEOD,Assault
1,3,Q1,2015,MCLEOD,Assault
1,5,Q2,2015,MCLEOD,Assault
2,7,Q3,2015,MCLEOD,Assault
1,8,Q3,2015,MCLEOD,Assault
1,9,Q3,2015,MCLEOD,Assault
1,12,Q4,2015,MCLEOD,Assault
3,4,Q2,2015,MCLEOD,Break and Enter
1,8,Q3,2015,MCLEOD,Break and Enter
1,2,Q1,2015,MCLEOD,Robbery
1,6,Q2,2015,MCLEOD,Sexual Assaults
1,1,Q1,2015,MCLEOD,Theft From Vehicle
1,2,Q1,2015,MCLEOD,Theft From Vehicle
1,3,Q1,2015,MCLEOD,Theft From Vehicle
1,4,Q2,2015,MCLEOD,Theft From Vehicle
4,7,Q3,2015,MCLEOD,Theft From Vehicle
6,8,Q3,2015,MCLEOD,Theft From Vehicle
2,9,Q3,2015,MCLEOD,Theft From Vehicle
3,10,Q4,2015,MCLEOD,Theft From Vehicle
1,11,Q4,2015,MCLEOD,Theft From Vehicle
2,12,Q4,2015,MCLEOD,Theft From Vehicle
1,3,Q1,2015,MCLEOD,Theft Of Vehicle
1,5,Q2,2015,MCLEOD,Theft Of Vehicle
1,6,Q2,2015,MCLEOD,Theft Of Vehicle
2,8,Q3,2015,MCLEOD,Theft Of Vehicle
1,2,Q1,2015,MCNAMARA INDUSTRIAL,Assault
1,5,Q2,2015,MCNAMARA INDUSTRIAL,Assault
1,6,Q2,2015,MCNAMARA INDUSTRIAL,Assault
1,2,Q1,2015,MCNAMARA INDUSTRIAL,Break and Enter
2,5,Q2,2015,MCNAMARA INDUSTRIAL,Break and Enter
1,6,Q2,2015,MCNAMARA INDUSTRIAL,Break and Enter
1,7,Q3,2015,MCNAMARA INDUSTRIAL,Break and Enter
2,8,Q3,2015,MCNAMARA INDUSTRIAL,Break and Enter
3,10,Q4,2015,MCNAMARA INDUSTRIAL,Break and Enter
2,11,Q4,2015,MCNAMARA INDUSTRIAL,Break and Enter
1,12,Q4,2015,MCNAMARA INDUSTRIAL,Break and Enter
1,1,Q1,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
3,2,Q1,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
1,3,Q1,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
2,4,Q2,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
2,5,Q2,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
1,6,Q2,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
2,7,Q3,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
2,8,Q3,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
1,10,Q4,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
2,12,Q4,2015,MCNAMARA INDUSTRIAL,Theft From Vehicle
3,5,Q2,2015,MCNAMARA INDUSTRIAL,Theft Of Vehicle
1,7,Q3,2015,MCNAMARA INDUSTRIAL,Theft Of Vehicle
1,8,Q3,2015,MCNAMARA INDUSTRIAL,Theft Of Vehicle
2,12,Q4,2015,MCNAMARA INDUSTRIAL,Theft Of Vehicle
1,2,Q1,2015,MCNAMARA INDUSTRIAL,Theft Over $5000
1,6,Q2,2015,MCNAMARA INDUSTRIAL,Theft Over $5000
1,10,Q4,2015,MCNAMARA INDUSTRIAL,Theft Over $5000
3,3,Q1,2015,MCQUEEN,Assault
1,4,Q2,2015,MCQUEEN,Assault
1,5,Q2,2015,MCQUEEN,Assault
1,9,Q3,2015,MCQUEEN,Assault
1,10,Q4,2015,MCQUEEN,Assault
1,2,Q1,2015,MCQUEEN,Break and Enter
2,4,Q2,2015,MCQUEEN,Break and Enter
2,5,Q2,2015,MCQUEEN,Break and Enter
4,7,Q3,2015,MCQUEEN,Break and Enter
2,8,Q3,2015,MCQUEEN,Break and Enter
1,10,Q4,2015,MCQUEEN,Break and Enter
1,11,Q4,2015,MCQUEEN,Break and Enter
1,12,Q4,2015,MCQUEEN,Break and Enter
1,11,Q4,2015,MCQUEEN,Sexual Assaults
2,2,Q1,2015,MCQUEEN,Theft From Vehicle
1,5,Q2,2015,MCQUEEN,Theft From Vehicle
3,6,Q2,2015,MCQUEEN,Theft From Vehicle
3,7,Q3,2015,MCQUEEN,Theft From Vehicle
2,8,Q3,2015,MCQUEEN,Theft From Vehicle
1,9,Q3,2015,MCQUEEN,Theft From Vehicle
3,10,Q4,2015,MCQUEEN,Theft From Vehicle
2,12,Q4,2015,MCQUEEN,Theft From Vehicle
1,5,Q2,2015,MCQUEEN,Theft Of Vehicle
2,6,Q2,2015,MCQUEEN,Theft Of Vehicle
1,7,Q3,2015,MCQUEEN,Theft Of Vehicle
1,8,Q3,2015,MCQUEEN,Theft Of Vehicle
1,9,Q3,2015,MCQUEEN,Theft Of Vehicle
3,1,Q1,2015,MEADOWLARK PARK,Assault
1,2,Q1,2015,MEADOWLARK PARK,Assault
1,3,Q1,2015,MEADOWLARK PARK,Assault
2,4,Q2,2015,MEADOWLARK PARK,Assault
1,6,Q2,2015,MEADOWLARK PARK,Assault
2,7,Q3,2015,MEADOWLARK PARK,Assault
3,9,Q3,2015,MEADOWLARK PARK,Assault
1,10,Q4,2015,MEADOWLARK PARK,Assault
1,1,Q1,2015,MEADOWLARK PARK,Break and Enter
1,2,Q1,2015,MEADOWLARK PARK,Break and Enter
1,5,Q2,2015,MEADOWLARK PARK,Break and Enter
2,6,Q2,2015,MEADOWLARK PARK,Break and Enter
1,7,Q3,2015,MEADOWLARK PARK,Break and Enter
1,8,Q3,2015,MEADOWLARK PARK,Break and Enter
1,9,Q3,2015,MEADOWLARK PARK,Break and Enter
1,11,Q4,2015,MEADOWLARK PARK,Break and Enter
2,12,Q4,2015,MEADOWLARK PARK,Break and Enter
1,6,Q2,2015,MEADOWLARK PARK,Robbery
1,7,Q3,2015,MEADOWLARK PARK,Robbery
1,12,Q4,2015,MEADOWLARK PARK,Robbery
1,6,Q2,2015,MEADOWLARK PARK,Sexual Assaults
1,1,Q1,2015,MEADOWLARK PARK,Theft From Vehicle
3,3,Q1,2015,MEADOWLARK PARK,Theft From Vehicle
4,4,Q2,2015,MEADOWLARK PARK,Theft From Vehicle
7,5,Q2,2015,MEADOWLARK PARK,Theft From Vehicle
2,6,Q2,2015,MEADOWLARK PARK,Theft From Vehicle
3,7,Q3,2015,MEADOWLARK PARK,Theft From Vehicle
3,8,Q3,2015,MEADOWLARK PARK,Theft From Vehicle
3,9,Q3,2015,MEADOWLARK PARK,Theft From Vehicle
2,10,Q4,2015,MEADOWLARK PARK,Theft From Vehicle
4,12,Q4,2015,MEADOWLARK PARK,Theft From Vehicle
5,5,Q2,2015,MEADOWLARK PARK,Theft Of Vehicle
2,7,Q3,2015,MEADOWLARK PARK,Theft Of Vehicle
1,8,Q3,2015,MEADOWLARK PARK,Theft Of Vehicle
2,10,Q4,2015,MEADOWLARK PARK,Theft Of Vehicle
1,11,Q4,2015,MEADOWLARK PARK,Theft Of Vehicle
3,12,Q4,2015,MEADOWLARK PARK,Theft Of Vehicle
1,7,Q3,2015,MEADOWLARK PARK,Theft Over $5000
1,2,Q1,2015,MEADOWS AREA,Sexual Assaults
2,4,Q2,2015,MENISA,Assault
2,7,Q3,2015,MENISA,Assault
2,8,Q3,2015,MENISA,Assault
1,10,Q4,2015,MENISA,Assault
2,12,Q4,2015,MENISA,Assault
1,5,Q2,2015,MENISA,Break and Enter
1,7,Q3,2015,MENISA,Break and Enter
2,10,Q4,2015,MENISA,Break and Enter
1,11,Q4,2015,MENISA,Break and Enter
1,12,Q4,2015,MENISA,Break and Enter
1,4,Q2,2015,MENISA,Robbery
1,8,Q3,2015,MENISA,Sexual Assaults
1,3,Q1,2015,MENISA,Theft From Vehicle
1,5,Q2,2015,MENISA,Theft From Vehicle
1,6,Q2,2015,MENISA,Theft From Vehicle
5,7,Q3,2015,MENISA,Theft From Vehicle
1,9,Q3,2015,MENISA,Theft From Vehicle
1,10,Q4,2015,MENISA,Theft From Vehicle
2,3,Q1,2015,MENISA,Theft Of Vehicle
1,6,Q2,2015,MENISA,Theft Of Vehicle
2,7,Q3,2015,MENISA,Theft Of Vehicle
1,10,Q4,2015,MENISA,Theft Of Vehicle
3,4,Q2,2015,MEYOKUMIN,Assault
2,5,Q2,2015,MEYOKUMIN,Assault
1,7,Q3,2015,MEYOKUMIN,Assault
3,8,Q3,2015,MEYOKUMIN,Assault
2,11,Q4,2015,MEYOKUMIN,Assault
2,12,Q4,2015,MEYOKUMIN,Assault
2,5,Q2,2015,MEYOKUMIN,Break and Enter
2,6,Q2,2015,MEYOKUMIN,Break and Enter
1,7,Q3,2015,MEYOKUMIN,Break and Enter
2,8,Q3,2015,MEYOKUMIN,Break and Enter
3,11,Q4,2015,MEYOKUMIN,Break and Enter
1,5,Q2,2015,MEYOKUMIN,Robbery
1,6,Q2,2015,MEYOKUMIN,Robbery
1,7,Q3,2015,MEYOKUMIN,Robbery
1,10,Q4,2015,MEYOKUMIN,Robbery
2,11,Q4,2015,MEYOKUMIN,Robbery
1,1,Q1,2015,MEYOKUMIN,Sexual Assaults
1,2,Q1,2015,MEYOKUMIN,Sexual Assaults
1,7,Q3,2015,MEYOKUMIN,Sexual Assaults
1,1,Q1,2015,MEYOKUMIN,Theft From Vehicle
3,5,Q2,2015,MEYOKUMIN,Theft From Vehicle
1,6,Q2,2015,MEYOKUMIN,Theft From Vehicle
1,7,Q3,2015,MEYOKUMIN,Theft From Vehicle
4,8,Q3,2015,MEYOKUMIN,Theft From Vehicle
1,9,Q3,2015,MEYOKUMIN,Theft From Vehicle
3,12,Q4,2015,MEYOKUMIN,Theft From Vehicle
1,2,Q1,2015,MEYOKUMIN,Theft Of Vehicle
1,3,Q1,2015,MEYOKUMIN,Theft Of Vehicle
1,7,Q3,2015,MEYOKUMIN,Theft Of Vehicle
2,8,Q3,2015,MEYOKUMIN,Theft Of Vehicle
2,9,Q3,2015,MEYOKUMIN,Theft Of Vehicle
1,11,Q4,2015,MEYOKUMIN,Theft Of Vehicle
1,12,Q4,2015,MEYOKUMIN,Theft Of Vehicle
2,1,Q1,2015,MEYONOHK,Assault
2,4,Q2,2015,MEYONOHK,Assault
1,5,Q2,2015,MEYONOHK,Assault
1,6,Q2,2015,MEYONOHK,Assault
1,7,Q3,2015,MEYONOHK,Assault
2,8,Q3,2015,MEYONOHK,Assault
1,9,Q3,2015,MEYONOHK,Assault
1,10,Q4,2015,MEYONOHK,Assault
2,11,Q4,2015,MEYONOHK,Assault
2,12,Q4,2015,MEYONOHK,Assault
1,2,Q1,2015,MEYONOHK,Break and Enter
1,7,Q3,2015,MEYONOHK,Break and Enter
2,8,Q3,2015,MEYONOHK,Break and Enter
1,9,Q3,2015,MEYONOHK,Break and Enter
1,10,Q4,2015,MEYONOHK,Break and Enter
1,11,Q4,2015,MEYONOHK,Break and Enter
1,12,Q4,2015,MEYONOHK,Break and Enter
1,10,Q4,2015,MEYONOHK,Robbery
1,12,Q4,2015,MEYONOHK,Robbery
3,1,Q1,2015,MEYONOHK,Theft From Vehicle
1,2,Q1,2015,MEYONOHK,Theft From Vehicle
1,3,Q1,2015,MEYONOHK,Theft From Vehicle
1,4,Q2,2015,MEYONOHK,Theft From Vehicle
2,5,Q2,2015,MEYONOHK,Theft From Vehicle
2,6,Q2,2015,MEYONOHK,Theft From Vehicle
1,7,Q3,2015,MEYONOHK,Theft From Vehicle
2,8,Q3,2015,MEYONOHK,Theft From Vehicle
4,9,Q3,2015,MEYONOHK,Theft From Vehicle
1,10,Q4,2015,MEYONOHK,Theft From Vehicle
1,11,Q4,2015,MEYONOHK,Theft From Vehicle
2,12,Q4,2015,MEYONOHK,Theft From Vehicle
2,2,Q1,2015,MEYONOHK,Theft Of Vehicle
1,4,Q2,2015,MEYONOHK,Theft Of Vehicle
1,5,Q2,2015,MEYONOHK,Theft Of Vehicle
1,9,Q3,2015,MEYONOHK,Theft Of Vehicle
1,12,Q4,2015,MEYONOHK,Theft Of Vehicle
1,10,Q4,2015,MEYONOHK,Theft Over $5000
1,2,Q1,2015,MICHAELS PARK,Assault
3,3,Q1,2015,MICHAELS PARK,Assault
2,5,Q2,2015,MICHAELS PARK,Assault
2,7,Q3,2015,MICHAELS PARK,Assault
1,10,Q4,2015,MICHAELS PARK,Assault
2,1,Q1,2015,MICHAELS PARK,Break and Enter
1,3,Q1,2015,MICHAELS PARK,Break and Enter
1,6,Q2,2015,MICHAELS PARK,Break and Enter
3,7,Q3,2015,MICHAELS PARK,Break and Enter
1,9,Q3,2015,MICHAELS PARK,Break and Enter
2,10,Q4,2015,MICHAELS PARK,Break and Enter
1,11,Q4,2015,MICHAELS PARK,Break and Enter
2,3,Q1,2015,MICHAELS PARK,Robbery
1,4,Q2,2015,MICHAELS PARK,Robbery
1,2,Q1,2015,MICHAELS PARK,Sexual Assaults
1,3,Q1,2015,MICHAELS PARK,Theft From Vehicle
2,4,Q2,2015,MICHAELS PARK,Theft From Vehicle
1,5,Q2,2015,MICHAELS PARK,Theft From Vehicle
1,6,Q2,2015,MICHAELS PARK,Theft From Vehicle
3,7,Q3,2015,MICHAELS PARK,Theft From Vehicle
4,8,Q3,2015,MICHAELS PARK,Theft From Vehicle
1,9,Q3,2015,MICHAELS PARK,Theft From Vehicle
4,10,Q4,2015,MICHAELS PARK,Theft From Vehicle
2,11,Q4,2015,MICHAELS PARK,Theft From Vehicle
2,12,Q4,2015,MICHAELS PARK,Theft From Vehicle
2,1,Q1,2015,MICHAELS PARK,Theft Of Vehicle
1,2,Q1,2015,MICHAELS PARK,Theft Of Vehicle
1,4,Q2,2015,MICHAELS PARK,Theft Of Vehicle
1,6,Q2,2015,MICHAELS PARK,Theft Of Vehicle
1,7,Q3,2015,MICHAELS PARK,Theft Of Vehicle
1,8,Q3,2015,MICHAELS PARK,Theft Of Vehicle
1,9,Q3,2015,MICHAELS PARK,Theft Of Vehicle
1,10,Q4,2015,MICHAELS PARK,Theft Of Vehicle
2,11,Q4,2015,MICHAELS PARK,Theft Of Vehicle
1,7,Q3,2015,MILL CREEK RAVINE NORTH,Assault
1,11,Q4,2015,MILL CREEK RAVINE NORTH,Assault
1,5,Q2,2015,MILL CREEK RAVINE NORTH,Sexual Assaults
1,6,Q2,2015,MILL CREEK RAVINE NORTH,Sexual Assaults
1,8,Q3,2015,MILL CREEK RAVINE SOUTH,Theft From Vehicle
1,1,Q1,2015,MILL WOODS GOLF COURSE,Assault
1,6,Q2,2015,MILL WOODS GOLF COURSE,Assault
1,5,Q2,2015,MILL WOODS GOLF COURSE,Theft Of Vehicle
1,1,Q1,2015,MILL WOODS PARK,Assault
1,2,Q1,2015,MILL WOODS PARK,Assault
2,5,Q2,2015,MILL WOODS PARK,Assault
2,8,Q3,2015,MILL WOODS PARK,Assault
1,11,Q4,2015,MILL WOODS PARK,Assault
1,12,Q4,2015,MILL WOODS PARK,Assault
1,4,Q2,2015,MILL WOODS PARK,Break and Enter
1,12,Q4,2015,MILL WOODS PARK,Break and Enter
1,7,Q3,2015,MILL WOODS PARK,Robbery
1,8,Q3,2015,MILL WOODS PARK,Robbery
1,10,Q4,2015,MILL WOODS PARK,Robbery
1,5,Q2,2015,MILL WOODS PARK,Sexual Assaults
1,9,Q3,2015,MILL WOODS PARK,Sexual Assaults
1,10,Q4,2015,MILL WOODS PARK,Sexual Assaults
1,2,Q1,2015,MILL WOODS PARK,Theft From Vehicle
1,8,Q3,2015,MILL WOODS PARK,Theft From Vehicle
1,1,Q1,2015,MILL WOODS TOWN CENTRE,Assault
5,2,Q1,2015,MILL WOODS TOWN CENTRE,Assault
2,3,Q1,2015,MILL WOODS TOWN CENTRE,Assault
2,4,Q2,2015,MILL WOODS TOWN CENTRE,Assault
2,5,Q2,2015,MILL WOODS TOWN CENTRE,Assault
2,6,Q2,2015,MILL WOODS TOWN CENTRE,Assault
1,7,Q3,2015,MILL WOODS TOWN CENTRE,Assault
1,8,Q3,2015,MILL WOODS TOWN CENTRE,Assault
4,9,Q3,2015,MILL WOODS TOWN CENTRE,Assault
4,10,Q4,2015,MILL WOODS TOWN CENTRE,Assault
3,11,Q4,2015,MILL WOODS TOWN CENTRE,Assault
3,12,Q4,2015,MILL WOODS TOWN CENTRE,Assault
1,2,Q1,2015,MILL WOODS TOWN CENTRE,Break and Enter
2,3,Q1,2015,MILL WOODS TOWN CENTRE,Break and Enter
1,6,Q2,2015,MILL WOODS TOWN CENTRE,Break and Enter
1,7,Q3,2015,MILL WOODS TOWN CENTRE,Break and Enter
1,8,Q3,2015,MILL WOODS TOWN CENTRE,Break and Enter
2,9,Q3,2015,MILL WOODS TOWN CENTRE,Break and Enter
1,10,Q4,2015,MILL WOODS TOWN CENTRE,Break and Enter
1,2,Q1,2015,MILL WOODS TOWN CENTRE,Robbery
2,6,Q2,2015,MILL WOODS TOWN CENTRE,Robbery
1,8,Q3,2015,MILL WOODS TOWN CENTRE,Robbery
2,10,Q4,2015,MILL WOODS TOWN CENTRE,Robbery
2,11,Q4,2015,MILL WOODS TOWN CENTRE,Robbery
1,3,Q1,2015,MILL WOODS TOWN CENTRE,Sexual Assaults
1,5,Q2,2015,MILL WOODS TOWN CENTRE,Sexual Assaults
2,1,Q1,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
5,3,Q1,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
2,5,Q2,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
1,6,Q2,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
2,7,Q3,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
1,8,Q3,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
3,9,Q3,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
4,10,Q4,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
1,11,Q4,2015,MILL WOODS TOWN CENTRE,Theft From Vehicle
1,1,Q1,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
1,3,Q1,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
1,5,Q2,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
3,6,Q2,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
2,7,Q3,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
2,8,Q3,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
1,9,Q3,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
4,10,Q4,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
1,11,Q4,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
1,12,Q4,2015,MILL WOODS TOWN CENTRE,Theft Of Vehicle
1,3,Q1,2015,MILL WOODS TOWN CENTRE,Theft Over $5000
2,9,Q3,2015,MILL WOODS TOWN CENTRE,Theft Over $5000
1,11,Q4,2015,MILL WOODS TOWN CENTRE,Theft Over $5000
1,1,Q1,2015,MILLER,Assault
1,2,Q1,2015,MILLER,Assault
2,3,Q1,2015,MILLER,Assault
1,4,Q2,2015,MILLER,Assault
1,5,Q2,2015,MILLER,Assault
5,7,Q3,2015,MILLER,Assault
2,8,Q3,2015,MILLER,Assault
2,12,Q4,2015,MILLER,Assault
2,4,Q2,2015,MILLER,Break and Enter
1,5,Q2,2015,MILLER,Break and Enter
1,10,Q4,2015,MILLER,Break and Enter
1,11,Q4,2015,MILLER,Break and Enter
1,12,Q4,2015,MILLER,Break and Enter
1,5,Q2,2015,MILLER,Sexual Assaults
1,7,Q3,2015,MILLER,Sexual Assaults
1,12,Q4,2015,MILLER,Sexual Assaults
2,2,Q1,2015,MILLER,Theft From Vehicle
2,3,Q1,2015,MILLER,Theft From Vehicle
5,4,Q2,2015,MILLER,Theft From Vehicle
1,5,Q2,2015,MILLER,Theft From Vehicle
2,6,Q2,2015,MILLER,Theft From Vehicle
1,7,Q3,2015,MILLER,Theft From Vehicle
3,9,Q3,2015,MILLER,Theft From Vehicle
1,10,Q4,2015,MILLER,Theft From Vehicle
2,11,Q4,2015,MILLER,Theft From Vehicle
2,12,Q4,2015,MILLER,Theft From Vehicle
1,2,Q1,2015,MILLER,Theft Of Vehicle
5,4,Q2,2015,MILLER,Theft Of Vehicle
3,6,Q2,2015,MILLER,Theft Of Vehicle
1,7,Q3,2015,MILLER,Theft Of Vehicle
2,9,Q3,2015,MILLER,Theft Of Vehicle
3,10,Q4,2015,MILLER,Theft Of Vehicle
2,11,Q4,2015,MILLER,Theft Of Vehicle
1,1,Q1,2015,MILLER,Theft Over $5000
2,2,Q1,2015,MINCHAU,Assault
2,7,Q3,2015,MINCHAU,Assault
1,8,Q3,2015,MINCHAU,Assault
2,12,Q4,2015,MINCHAU,Assault
1,5,Q2,2015,MINCHAU,Break and Enter
3,7,Q3,2015,MINCHAU,Break and Enter
1,9,Q3,2015,MINCHAU,Break and Enter
1,11,Q4,2015,MINCHAU,Break and Enter
3,2,Q1,2015,MINCHAU,Theft From Vehicle
3,5,Q2,2015,MINCHAU,Theft From Vehicle
2,6,Q2,2015,MINCHAU,Theft From Vehicle
1,7,Q3,2015,MINCHAU,Theft From Vehicle
3,8,Q3,2015,MINCHAU,Theft From Vehicle
1,9,Q3,2015,MINCHAU,Theft From Vehicle
3,10,Q4,2015,MINCHAU,Theft From Vehicle
5,12,Q4,2015,MINCHAU,Theft From Vehicle
3,2,Q1,2015,MINCHAU,Theft Of Vehicle
1,3,Q1,2015,MINCHAU,Theft Of Vehicle
1,4,Q2,2015,MINCHAU,Theft Of Vehicle
1,5,Q2,2015,MINCHAU,Theft Of Vehicle
1,6,Q2,2015,MINCHAU,Theft Of Vehicle
2,8,Q3,2015,MINCHAU,Theft Of Vehicle
1,9,Q3,2015,MINCHAU,Theft Of Vehicle
3,12,Q4,2015,MINCHAU,Theft Of Vehicle
1,9,Q3,2015,MISTATIM INDUSTRIAL,Assault
1,1,Q1,2015,MISTATIM INDUSTRIAL,Break and Enter
1,2,Q1,2015,MISTATIM INDUSTRIAL,Break and Enter
1,5,Q2,2015,MISTATIM INDUSTRIAL,Break and Enter
5,6,Q2,2015,MISTATIM INDUSTRIAL,Break and Enter
1,7,Q3,2015,MISTATIM INDUSTRIAL,Break and Enter
2,8,Q3,2015,MISTATIM INDUSTRIAL,Break and Enter
6,9,Q3,2015,MISTATIM INDUSTRIAL,Break and Enter
2,10,Q4,2015,MISTATIM INDUSTRIAL,Break and Enter
5,11,Q4,2015,MISTATIM INDUSTRIAL,Break and Enter
4,12,Q4,2015,MISTATIM INDUSTRIAL,Break and Enter
3,1,Q1,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
3,4,Q2,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
5,5,Q2,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
3,6,Q2,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
4,7,Q3,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
2,8,Q3,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
1,9,Q3,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
2,10,Q4,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
2,11,Q4,2015,MISTATIM INDUSTRIAL,Theft From Vehicle
