Canadian Citizen,Month,Neighbourhood Name,Neighbourhood Number,No Response(Citizen),Non-Canadian Citizen,Quarter,Refugee,WARD,Year
0,8,RIVER VALLEY OLESKIW,4451,0,0,3,0,WARD 5,2016
0,9,RIVER VALLEY OLESKIW,4451,0,0,3,0,WARD 5,2016
0,10,RIVER VALLEY OLESKIW,4451,0,0,4,0,WARD 5,2016
0,11,RIVER VALLEY OLESKIW,4451,0,0,4,0,WARD 5,2016
0,12,RIVER VALLEY OLESKIW,4451,0,0,4,0,WARD 5,2016
1792,1,PARKDALE,1160,1324,212,1,4,WARD 7,2016
1792,2,PARKDALE,1160,1324,212,1,4,WARD 7,2016
1792,3,PARKDALE,1160,1324,212,1,4,WARD 7,2016
1792,4,PARKDALE,1160,1324,212,2,4,WARD 7,2016
1792,5,PARKDALE,1160,1324,212,2,4,WARD 7,2016
1792,6,PARKDALE,1160,1324,212,2,4,WARD 7,2016
1792,7,PARKDALE,1160,1324,212,3,4,WARD 7,2016
1792,8,PARKDALE,1160,1324,212,3,4,WARD 7,2016
1792,9,PARKDALE,1160,1324,212,3,4,WARD 7,2016
1792,10,PARKDALE,1160,1324,212,4,4,WARD 7,2016
1792,11,PARKDALE,1160,1324,212,4,4,WARD 7,2016
1792,12,PARKDALE,1160,1324,212,4,4,WARD 7,2016
1186,1,DECHENE,4110,414,32,1,0,WARD 5,2016
1186,2,DECHENE,4110,414,32,1,0,WARD 5,2016
1186,3,DECHENE,4110,414,32,1,0,WARD 5,2016
1186,4,DECHENE,4110,414,32,2,0,WARD 5,2016
1186,5,DECHENE,4110,414,32,2,0,WARD 5,2016
1186,6,DECHENE,4110,414,32,2,0,WARD 5,2016
1186,7,DECHENE,4110,414,32,3,0,WARD 5,2016
1186,8,DECHENE,4110,414,32,3,0,WARD 5,2016
1186,9,DECHENE,4110,414,32,3,0,WARD 5,2016
1186,10,DECHENE,4110,414,32,4,0,WARD 5,2016
1186,11,DECHENE,4110,414,32,4,0,WARD 5,2016
1186,12,DECHENE,4110,414,32,4,0,WARD 5,2016
1695,1,KILDARE,2400,915,92,1,0,WARD 7,2016
1695,2,KILDARE,2400,915,92,1,0,WARD 7,2016
1695,3,KILDARE,2400,915,92,1,0,WARD 7,2016
1695,4,KILDARE,2400,915,92,2,0,WARD 7,2016
1695,5,KILDARE,2400,915,92,2,0,WARD 7,2016
1695,6,KILDARE,2400,915,92,2,0,WARD 7,2016
1695,7,KILDARE,2400,915,92,3,0,WARD 7,2016
1695,8,KILDARE,2400,915,92,3,0,WARD 7,2016
1695,9,KILDARE,2400,915,92,3,0,WARD 7,2016
1695,10,KILDARE,2400,915,92,4,0,WARD 7,2016
1695,11,KILDARE,2400,915,92,4,0,WARD 7,2016
1695,12,KILDARE,2400,915,92,4,0,WARD 7,2016
79,1,CPR IRVINE,6110,63,24,1,0,WARD 11,2016
79,2,CPR IRVINE,6110,63,24,1,0,WARD 11,2016
79,3,CPR IRVINE,6110,63,24,1,0,WARD 11,2016
79,4,CPR IRVINE,6110,63,24,2,0,WARD 11,2016
79,5,CPR IRVINE,6110,63,24,2,0,WARD 11,2016
79,6,CPR IRVINE,6110,63,24,2,0,WARD 11,2016
79,7,CPR IRVINE,6110,63,24,3,0,WARD 11,2016
79,8,CPR IRVINE,6110,63,24,3,0,WARD 11,2016
79,9,CPR IRVINE,6110,63,24,3,0,WARD 11,2016
79,10,CPR IRVINE,6110,63,24,4,0,WARD 11,2016
79,11,CPR IRVINE,6110,63,24,4,0,WARD 11,2016
79,12,CPR IRVINE,6110,63,24,4,0,WARD 11,2016
164,1,CY BECKER,2611,454,64,1,1,WARD 4,2016
164,2,CY BECKER,2611,454,64,1,1,WARD 4,2016
164,3,CY BECKER,2611,454,64,1,1,WARD 4,2016
164,4,CY BECKER,2611,454,64,2,1,WARD 4,2016
164,5,CY BECKER,2611,454,64,2,1,WARD 4,2016
164,6,CY BECKER,2611,454,64,2,1,WARD 4,2016
164,7,CY BECKER,2611,454,64,3,1,WARD 4,2016
164,8,CY BECKER,2611,454,64,3,1,WARD 4,2016
164,9,CY BECKER,2611,454,64,3,1,WARD 4,2016
164,10,CY BECKER,2611,454,64,4,1,WARD 4,2016
164,11,CY BECKER,2611,454,64,4,1,WARD 4,2016
164,12,CY BECKER,2611,454,64,4,1,WARD 4,2016
2773,1,YORK,2720,806,318,1,4,WARD 4,2016
2773,2,YORK,2720,806,318,1,4,WARD 4,2016
2773,3,YORK,2720,806,318,1,4,WARD 4,2016
2773,4,YORK,2720,806,318,2,4,WARD 4,2016
2773,5,YORK,2720,806,318,2,4,WARD 4,2016
2773,6,YORK,2720,806,318,2,4,WARD 4,2016
2773,7,YORK,2720,806,318,3,4,WARD 4,2016
2773,8,YORK,2720,806,318,3,4,WARD 4,2016
2773,9,YORK,2720,806,318,3,4,WARD 4,2016
2773,10,YORK,2720,806,318,4,4,WARD 4,2016
2773,11,YORK,2720,806,318,4,4,WARD 4,2016
2773,12,YORK,2720,806,318,4,4,WARD 4,2016
0,1,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,1,0,WARD 1,2016
0,2,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,1,0,WARD 1,2016
0,3,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,1,0,WARD 1,2016
0,4,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,2,0,WARD 1,2016
0,5,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,2,0,WARD 1,2016
0,6,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,2,0,WARD 1,2016
0,7,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,3,0,WARD 1,2016
0,8,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,3,0,WARD 1,2016
0,9,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,3,0,WARD 1,2016
0,10,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,4,0,WARD 1,2016
0,11,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,4,0,WARD 1,2016
0,12,HAWIN PARK ESTATE INDUSTRIAL,4190,0,0,4,0,WARD 1,2016
0,1,PAPASCHASE INDUSTRIAL,6560,0,0,1,0,WARD 11,2016
0,2,PAPASCHASE INDUSTRIAL,6560,0,0,1,0,WARD 11,2016
0,3,PAPASCHASE INDUSTRIAL,6560,0,0,1,0,WARD 11,2016
0,4,PAPASCHASE INDUSTRIAL,6560,0,0,2,0,WARD 11,2016
0,5,PAPASCHASE INDUSTRIAL,6560,0,0,2,0,WARD 11,2016
0,6,PAPASCHASE INDUSTRIAL,6560,0,0,2,0,WARD 11,2016
0,7,PAPASCHASE INDUSTRIAL,6560,0,0,3,0,WARD 11,2016
0,8,PAPASCHASE INDUSTRIAL,6560,0,0,3,0,WARD 11,2016
0,9,PAPASCHASE INDUSTRIAL,6560,0,0,3,0,WARD 11,2016
0,10,PAPASCHASE INDUSTRIAL,6560,0,0,4,0,WARD 11,2016
0,11,PAPASCHASE INDUSTRIAL,6560,0,0,4,0,WARD 11,2016
0,12,PAPASCHASE INDUSTRIAL,6560,0,0,4,0,WARD 11,2016
2386,1,HOMESTEADER,2350,909,229,1,21,WARD 4,2016
2386,2,HOMESTEADER,2350,909,229,1,21,WARD 4,2016
2386,3,HOMESTEADER,2350,909,229,1,21,WARD 4,2016
2386,4,HOMESTEADER,2350,909,229,2,21,WARD 4,2016
2386,5,HOMESTEADER,2350,909,229,2,21,WARD 4,2016
2386,6,HOMESTEADER,2350,909,229,2,21,WARD 4,2016
2386,7,HOMESTEADER,2350,909,229,3,21,WARD 4,2016
2386,8,HOMESTEADER,2350,909,229,3,21,WARD 4,2016
2386,9,HOMESTEADER,2350,909,229,3,21,WARD 4,2016
2386,10,HOMESTEADER,2350,909,229,4,21,WARD 4,2016
2386,11,HOMESTEADER,2350,909,229,4,21,WARD 4,2016
2386,12,HOMESTEADER,2350,909,229,4,21,WARD 4,2016
2372,1,HAZELDEAN,6290,834,67,1,0,WARD 11,2016
2372,2,HAZELDEAN,6290,834,67,1,0,WARD 11,2016
2372,3,HAZELDEAN,6290,834,67,1,0,WARD 11,2016
2372,4,HAZELDEAN,6290,834,67,2,0,WARD 11,2016
2372,5,HAZELDEAN,6290,834,67,2,0,WARD 11,2016
2372,6,HAZELDEAN,6290,834,67,2,0,WARD 11,2016
2372,7,HAZELDEAN,6290,834,67,3,0,WARD 11,2016
2372,8,HAZELDEAN,6290,834,67,3,0,WARD 11,2016
2372,9,HAZELDEAN,6290,834,67,3,0,WARD 11,2016
2372,10,HAZELDEAN,6290,834,67,4,0,WARD 11,2016
2372,11,HAZELDEAN,6290,834,67,4,0,WARD 11,2016
2372,12,HAZELDEAN,6290,834,67,4,0,WARD 11,2016
0,1,ELLERSLIE INDUSTRIAL,6214,0,0,1,0,WARD 12,2016
0,2,ELLERSLIE INDUSTRIAL,6214,0,0,1,0,WARD 12,2016
0,3,ELLERSLIE INDUSTRIAL,6214,0,0,1,0,WARD 12,2016
0,4,ELLERSLIE INDUSTRIAL,6214,0,0,2,0,WARD 12,2016
0,5,ELLERSLIE INDUSTRIAL,6214,0,0,2,0,WARD 12,2016
0,6,ELLERSLIE INDUSTRIAL,6214,0,0,2,0,WARD 12,2016
0,7,ELLERSLIE INDUSTRIAL,6214,0,0,3,0,WARD 12,2016
0,8,ELLERSLIE INDUSTRIAL,6214,0,0,3,0,WARD 12,2016
0,9,ELLERSLIE INDUSTRIAL,6214,0,0,3,0,WARD 12,2016
0,10,ELLERSLIE INDUSTRIAL,6214,0,0,4,0,WARD 12,2016
0,11,ELLERSLIE INDUSTRIAL,6214,0,0,4,0,WARD 12,2016
0,12,ELLERSLIE INDUSTRIAL,6214,0,0,4,0,WARD 12,2016
783,1,ALBANY,3460,385,115,1,0,WARD 2,2016
783,2,ALBANY,3460,385,115,1,0,WARD 2,2016
783,3,ALBANY,3460,385,115,1,0,WARD 2,2016
783,4,ALBANY,3460,385,115,2,0,WARD 2,2016
783,5,ALBANY,3460,385,115,2,0,WARD 2,2016
783,6,ALBANY,3460,385,115,2,0,WARD 2,2016
783,7,ALBANY,3460,385,115,3,0,WARD 2,2016
783,8,ALBANY,3460,385,115,3,0,WARD 2,2016
783,9,ALBANY,3460,385,115,3,0,WARD 2,2016
783,10,ALBANY,3460,385,115,4,0,WARD 2,2016
783,11,ALBANY,3460,385,115,4,0,WARD 2,2016
783,12,ALBANY,3460,385,115,4,0,WARD 2,2016
1462,1,LAUDERDALE,3260,1290,145,1,12,WARD 2,2016
1462,2,LAUDERDALE,3260,1290,145,1,12,WARD 2,2016
1462,3,LAUDERDALE,3260,1290,145,1,12,WARD 2,2016
1462,4,LAUDERDALE,3260,1290,145,2,12,WARD 2,2016
1462,5,LAUDERDALE,3260,1290,145,2,12,WARD 2,2016
1462,6,LAUDERDALE,3260,1290,145,2,12,WARD 2,2016
1462,7,LAUDERDALE,3260,1290,145,3,12,WARD 2,2016
1462,8,LAUDERDALE,3260,1290,145,3,12,WARD 2,2016
1462,9,LAUDERDALE,3260,1290,145,3,12,WARD 2,2016
1462,10,LAUDERDALE,3260,1290,145,4,12,WARD 2,2016
1462,11,LAUDERDALE,3260,1290,145,4,12,WARD 2,2016
1462,12,LAUDERDALE,3260,1290,145,4,12,WARD 2,2016
0,1,EDMISTON INDUSTRIAL,4130,0,0,1,0,WARD 1,2016
0,2,EDMISTON INDUSTRIAL,4130,0,0,1,0,WARD 1,2016
0,3,EDMISTON INDUSTRIAL,4130,0,0,1,0,WARD 1,2016
0,4,EDMISTON INDUSTRIAL,4130,0,0,2,0,WARD 1,2016
0,5,EDMISTON INDUSTRIAL,4130,0,0,2,0,WARD 1,2016
0,6,EDMISTON INDUSTRIAL,4130,0,0,2,0,WARD 1,2016
0,7,EDMISTON INDUSTRIAL,4130,0,0,3,0,WARD 1,2016
0,8,EDMISTON INDUSTRIAL,4130,0,0,3,0,WARD 1,2016
0,9,EDMISTON INDUSTRIAL,4130,0,0,3,0,WARD 1,2016
0,10,EDMISTON INDUSTRIAL,4130,0,0,4,0,WARD 1,2016
0,11,EDMISTON INDUSTRIAL,4130,0,0,4,0,WARD 1,2016
0,12,EDMISTON INDUSTRIAL,4130,0,0,4,0,WARD 1,2016
1599,1,WESTWOOD,1250,1252,261,1,5,WARD 2,2016
1599,2,WESTWOOD,1250,1252,261,1,5,WARD 2,2016
1599,3,WESTWOOD,1250,1252,261,1,5,WARD 2,2016
1599,4,WESTWOOD,1250,1252,261,2,5,WARD 2,2016
1599,5,WESTWOOD,1250,1252,261,2,5,WARD 2,2016
1599,6,WESTWOOD,1250,1252,261,2,5,WARD 2,2016
1599,7,WESTWOOD,1250,1252,261,3,5,WARD 2,2016
1599,8,WESTWOOD,1250,1252,261,3,5,WARD 2,2016
1599,9,WESTWOOD,1250,1252,261,3,5,WARD 2,2016
1599,10,WESTWOOD,1250,1252,261,4,5,WARD 2,2016
1599,11,WESTWOOD,1250,1252,261,4,5,WARD 2,2016
1599,12,WESTWOOD,1250,1252,261,4,5,WARD 2,2016
0,1,MEADOWS AREA,6440,0,0,1,0,WARD 12,2016
0,2,MEADOWS AREA,6440,0,0,1,0,WARD 12,2016
0,3,MEADOWS AREA,6440,0,0,1,0,WARD 12,2016
0,4,MEADOWS AREA,6440,0,0,2,0,WARD 12,2016
0,5,MEADOWS AREA,6440,0,0,2,0,WARD 12,2016
0,6,MEADOWS AREA,6440,0,0,2,0,WARD 12,2016
0,7,MEADOWS AREA,6440,0,0,3,0,WARD 12,2016
0,8,MEADOWS AREA,6440,0,0,3,0,WARD 12,2016
0,9,MEADOWS AREA,6440,0,0,3,0,WARD 12,2016
0,10,MEADOWS AREA,6440,0,0,4,0,WARD 12,2016
0,11,MEADOWS AREA,6440,0,0,4,0,WARD 12,2016
0,12,MEADOWS AREA,6440,0,0,4,0,WARD 12,2016
2401,1,BEVERLY HEIGHTS,2100,674,108,1,1,WARD 7,2016
2401,2,BEVERLY HEIGHTS,2100,674,108,1,1,WARD 7,2016
2401,3,BEVERLY HEIGHTS,2100,674,108,1,1,WARD 7,2016
2401,4,BEVERLY HEIGHTS,2100,674,108,2,1,WARD 7,2016
2401,5,BEVERLY HEIGHTS,2100,674,108,2,1,WARD 7,2016
2401,6,BEVERLY HEIGHTS,2100,674,108,2,1,WARD 7,2016
2401,7,BEVERLY HEIGHTS,2100,674,108,3,1,WARD 7,2016
2401,8,BEVERLY HEIGHTS,2100,674,108,3,1,WARD 7,2016
2401,9,BEVERLY HEIGHTS,2100,674,108,3,1,WARD 7,2016
2401,10,BEVERLY HEIGHTS,2100,674,108,4,1,WARD 7,2016
2401,11,BEVERLY HEIGHTS,2100,674,108,4,1,WARD 7,2016
2401,12,BEVERLY HEIGHTS,2100,674,108,4,1,WARD 7,2016
0,1,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,WARD 11,2016
0,2,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,WARD 11,2016
0,3,MILL CREEK RAVINE SOUTH,6492,0,0,1,0,WARD 11,2016
0,4,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,WARD 11,2016
0,5,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,WARD 11,2016
0,6,MILL CREEK RAVINE SOUTH,6492,0,0,2,0,WARD 11,2016
0,7,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,WARD 11,2016
0,8,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,WARD 11,2016
0,9,MILL CREEK RAVINE SOUTH,6492,0,0,3,0,WARD 11,2016
0,10,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,WARD 11,2016
0,11,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,WARD 11,2016
0,12,MILL CREEK RAVINE SOUTH,6492,0,0,4,0,WARD 11,2016
821,1,GRANDVIEW HEIGHTS,5210,287,30,1,1,WARD 10,2016
821,2,GRANDVIEW HEIGHTS,5210,287,30,1,1,WARD 10,2016
821,3,GRANDVIEW HEIGHTS,5210,287,30,1,1,WARD 10,2016
821,4,GRANDVIEW HEIGHTS,5210,287,30,2,1,WARD 10,2016
821,5,GRANDVIEW HEIGHTS,5210,287,30,2,1,WARD 10,2016
821,6,GRANDVIEW HEIGHTS,5210,287,30,2,1,WARD 10,2016
821,7,GRANDVIEW HEIGHTS,5210,287,30,3,1,WARD 10,2016
821,8,GRANDVIEW HEIGHTS,5210,287,30,3,1,WARD 10,2016
821,9,GRANDVIEW HEIGHTS,5210,287,30,3,1,WARD 10,2016
821,10,GRANDVIEW HEIGHTS,5210,287,30,4,1,WARD 10,2016
821,11,GRANDVIEW HEIGHTS,5210,287,30,4,1,WARD 10,2016
821,12,GRANDVIEW HEIGHTS,5210,287,30,4,1,WARD 10,2016
494,1,VIRGINIA PARK,1240,227,10,1,0,WARD 7,2016
494,2,VIRGINIA PARK,1240,227,10,1,0,WARD 7,2016
494,3,VIRGINIA PARK,1240,227,10,1,0,WARD 7,2016
494,4,VIRGINIA PARK,1240,227,10,2,0,WARD 7,2016
494,5,VIRGINIA PARK,1240,227,10,2,0,WARD 7,2016
494,6,VIRGINIA PARK,1240,227,10,2,0,WARD 7,2016
494,7,VIRGINIA PARK,1240,227,10,3,0,WARD 7,2016
494,8,VIRGINIA PARK,1240,227,10,3,0,WARD 7,2016
494,9,VIRGINIA PARK,1240,227,10,3,0,WARD 7,2016
494,10,VIRGINIA PARK,1240,227,10,4,0,WARD 7,2016
494,11,VIRGINIA PARK,1240,227,10,4,0,WARD 7,2016
494,12,VIRGINIA PARK,1240,227,10,4,0,WARD 7,2016
1237,1,POTTER GREENS,4710,220,33,1,0,WARD 1,2016
1237,2,POTTER GREENS,4710,220,33,1,0,WARD 1,2016
1237,3,POTTER GREENS,4710,220,33,1,0,WARD 1,2016
1237,4,POTTER GREENS,4710,220,33,2,0,WARD 1,2016
1237,5,POTTER GREENS,4710,220,33,2,0,WARD 1,2016
1237,6,POTTER GREENS,4710,220,33,2,0,WARD 1,2016
1237,7,POTTER GREENS,4710,220,33,3,0,WARD 1,2016
1237,8,POTTER GREENS,4710,220,33,3,0,WARD 1,2016
1237,9,POTTER GREENS,4710,220,33,3,0,WARD 1,2016
1237,10,POTTER GREENS,4710,220,33,4,0,WARD 1,2016
1237,11,POTTER GREENS,4710,220,33,4,0,WARD 1,2016
1237,12,POTTER GREENS,4710,220,33,4,0,WARD 1,2016
719,1,TRUMPETER AREA,4471,302,35,1,0,WARD 1,2016
719,2,TRUMPETER AREA,4471,302,35,1,0,WARD 1,2016
719,3,TRUMPETER AREA,4471,302,35,1,0,WARD 1,2016
719,4,TRUMPETER AREA,4471,302,35,2,0,WARD 1,2016
719,5,TRUMPETER AREA,4471,302,35,2,0,WARD 1,2016
719,6,TRUMPETER AREA,4471,302,35,2,0,WARD 1,2016
719,7,TRUMPETER AREA,4471,302,35,3,0,WARD 1,2016
719,8,TRUMPETER AREA,4471,302,35,3,0,WARD 1,2016
719,9,TRUMPETER AREA,4471,302,35,3,0,WARD 1,2016
719,10,TRUMPETER AREA,4471,302,35,4,0,WARD 1,2016
719,11,TRUMPETER AREA,4471,302,35,4,0,WARD 1,2016
719,12,TRUMPETER AREA,4471,302,35,4,0,WARD 1,2016
1228,1,MICHAELS PARK,6480,881,111,1,0,WARD 11,2016
1228,2,MICHAELS PARK,6480,881,111,1,0,WARD 11,2016
1228,3,MICHAELS PARK,6480,881,111,1,0,WARD 11,2016
1228,4,MICHAELS PARK,6480,881,111,2,0,WARD 11,2016
1228,5,MICHAELS PARK,6480,881,111,2,0,WARD 11,2016
1228,6,MICHAELS PARK,6480,881,111,2,0,WARD 11,2016
1228,7,MICHAELS PARK,6480,881,111,3,0,WARD 11,2016
1228,8,MICHAELS PARK,6480,881,111,3,0,WARD 11,2016
1228,9,MICHAELS PARK,6480,881,111,3,0,WARD 11,2016
1228,10,MICHAELS PARK,6480,881,111,4,0,WARD 11,2016
1228,11,MICHAELS PARK,6480,881,111,4,0,WARD 11,2016
1228,12,MICHAELS PARK,6480,881,111,4,0,WARD 11,2016
776,1,BARANOW,3020,901,97,1,3,WARD 2,2016
776,2,BARANOW,3020,901,97,1,3,WARD 2,2016
776,3,BARANOW,3020,901,97,1,3,WARD 2,2016
776,4,BARANOW,3020,901,97,2,3,WARD 2,2016
776,5,BARANOW,3020,901,97,2,3,WARD 2,2016
776,6,BARANOW,3020,901,97,2,3,WARD 2,2016
776,7,BARANOW,3020,901,97,3,3,WARD 2,2016
776,8,BARANOW,3020,901,97,3,3,WARD 2,2016
776,9,BARANOW,3020,901,97,3,3,WARD 2,2016
776,10,BARANOW,3020,901,97,4,3,WARD 2,2016
776,11,BARANOW,3020,901,97,4,3,WARD 2,2016
776,12,BARANOW,3020,901,97,4,3,WARD 2,2016
1722,1,TIPASKAN,6750,625,602,1,11,WARD 11,2016
1722,2,TIPASKAN,6750,625,602,1,11,WARD 11,2016
1722,3,TIPASKAN,6750,625,602,1,11,WARD 11,2016
1722,4,TIPASKAN,6750,625,602,2,11,WARD 11,2016
1722,5,TIPASKAN,6750,625,602,2,11,WARD 11,2016
1722,6,TIPASKAN,6750,625,602,2,11,WARD 11,2016
1722,7,TIPASKAN,6750,625,602,3,11,WARD 11,2016
1722,8,TIPASKAN,6750,625,602,3,11,WARD 11,2016
1722,9,TIPASKAN,6750,625,602,3,11,WARD 11,2016
1722,10,TIPASKAN,6750,625,602,4,11,WARD 11,2016
1722,11,TIPASKAN,6750,625,602,4,11,WARD 11,2016
1722,12,TIPASKAN,6750,625,602,4,11,WARD 11,2016
1173,1,TERRACE HEIGHTS,6730,1174,77,1,0,WARD 8,2016
1173,2,TERRACE HEIGHTS,6730,1174,77,1,0,WARD 8,2016
1173,3,TERRACE HEIGHTS,6730,1174,77,1,0,WARD 8,2016
1173,4,TERRACE HEIGHTS,6730,1174,77,2,0,WARD 8,2016
1173,5,TERRACE HEIGHTS,6730,1174,77,2,0,WARD 8,2016
1173,6,TERRACE HEIGHTS,6730,1174,77,2,0,WARD 8,2016
1173,7,TERRACE HEIGHTS,6730,1174,77,3,0,WARD 8,2016
1173,8,TERRACE HEIGHTS,6730,1174,77,3,0,WARD 8,2016
1173,9,TERRACE HEIGHTS,6730,1174,77,3,0,WARD 8,2016
1173,10,TERRACE HEIGHTS,6730,1174,77,4,0,WARD 8,2016
1173,11,TERRACE HEIGHTS,6730,1174,77,4,0,WARD 8,2016
1173,12,TERRACE HEIGHTS,6730,1174,77,4,0,WARD 8,2016
3451,1,ALDERGROVE,4020,1013,506,1,10,WARD 1,2016
3451,2,ALDERGROVE,4020,1013,506,1,10,WARD 1,2016
3451,3,ALDERGROVE,4020,1013,506,1,10,WARD 1,2016
3451,4,ALDERGROVE,4020,1013,506,2,10,WARD 1,2016
3451,5,ALDERGROVE,4020,1013,506,2,10,WARD 1,2016
3451,6,ALDERGROVE,4020,1013,506,2,10,WARD 1,2016
3451,7,ALDERGROVE,4020,1013,506,3,10,WARD 1,2016
3451,8,ALDERGROVE,4020,1013,506,3,10,WARD 1,2016
3451,9,ALDERGROVE,4020,1013,506,3,10,WARD 1,2016
3451,10,ALDERGROVE,4020,1013,506,4,10,WARD 1,2016
3451,11,ALDERGROVE,4020,1013,506,4,10,WARD 1,2016
3451,12,ALDERGROVE,4020,1013,506,4,10,WARD 1,2016
863,1,WEBBER GREENS,4740,1238,170,1,0,WARD 1,2016
863,2,WEBBER GREENS,4740,1238,170,1,0,WARD 1,2016
863,3,WEBBER GREENS,4740,1238,170,1,0,WARD 1,2016
863,4,WEBBER GREENS,4740,1238,170,2,0,WARD 1,2016
863,5,WEBBER GREENS,4740,1238,170,2,0,WARD 1,2016
863,6,WEBBER GREENS,4740,1238,170,2,0,WARD 1,2016
863,7,WEBBER GREENS,4740,1238,170,3,0,WARD 1,2016
863,8,WEBBER GREENS,4740,1238,170,3,0,WARD 1,2016
863,9,WEBBER GREENS,4740,1238,170,3,0,WARD 1,2016
863,10,WEBBER GREENS,4740,1238,170,4,0,WARD 1,2016
863,11,WEBBER GREENS,4740,1238,170,4,0,WARD 1,2016
863,12,WEBBER GREENS,4740,1238,170,4,0,WARD 1,2016
2377,1,GLENORA,3200,1062,72,1,2,WARD 6,2016
2377,2,GLENORA,3200,1062,72,1,2,WARD 6,2016
2377,3,GLENORA,3200,1062,72,1,2,WARD 6,2016
2377,4,GLENORA,3200,1062,72,2,2,WARD 6,2016
2377,5,GLENORA,3200,1062,72,2,2,WARD 6,2016
2377,6,GLENORA,3200,1062,72,2,2,WARD 6,2016
2377,7,GLENORA,3200,1062,72,3,2,WARD 6,2016
2377,8,GLENORA,3200,1062,72,3,2,WARD 6,2016
2377,9,GLENORA,3200,1062,72,3,2,WARD 6,2016
2377,10,GLENORA,3200,1062,72,4,2,WARD 6,2016
2377,11,GLENORA,3200,1062,72,4,2,WARD 6,2016
2377,12,GLENORA,3200,1062,72,4,2,WARD 6,2016
2048,1,HILLVIEW,6300,1100,183,1,1,WARD 11,2016
2048,2,HILLVIEW,6300,1100,183,1,1,WARD 11,2016
2048,3,HILLVIEW,6300,1100,183,1,1,WARD 11,2016
2048,4,HILLVIEW,6300,1100,183,2,1,WARD 11,2016
2048,5,HILLVIEW,6300,1100,183,2,1,WARD 11,2016
2048,6,HILLVIEW,6300,1100,183,2,1,WARD 11,2016
2048,7,HILLVIEW,6300,1100,183,3,1,WARD 11,2016
2048,8,HILLVIEW,6300,1100,183,3,1,WARD 11,2016
2048,9,HILLVIEW,6300,1100,183,3,1,WARD 11,2016
2048,10,HILLVIEW,6300,1100,183,4,1,WARD 11,2016
2048,11,HILLVIEW,6300,1100,183,4,1,WARD 11,2016
2048,12,HILLVIEW,6300,1100,183,4,1,WARD 11,2016
1397,1,WEST JASPER PLACE,4580,1351,317,1,3,WARD 1,2016
1397,2,WEST JASPER PLACE,4580,1351,317,1,3,WARD 1,2016
1397,3,WEST JASPER PLACE,4580,1351,317,1,3,WARD 1,2016
1397,4,WEST JASPER PLACE,4580,1351,317,2,3,WARD 1,2016
1397,5,WEST JASPER PLACE,4580,1351,317,2,3,WARD 1,2016
1397,6,WEST JASPER PLACE,4580,1351,317,2,3,WARD 1,2016
1397,7,WEST JASPER PLACE,4580,1351,317,3,3,WARD 1,2016
1397,8,WEST JASPER PLACE,4580,1351,317,3,3,WARD 1,2016
1397,9,WEST JASPER PLACE,4580,1351,317,3,3,WARD 1,2016
1397,10,WEST JASPER PLACE,4580,1351,317,4,3,WARD 1,2016
1397,11,WEST JASPER PLACE,4580,1351,317,4,3,WARD 1,2016
1397,12,WEST JASPER PLACE,4580,1351,317,4,3,WARD 1,2016
2272,1,MAGRATH HEIGHTS,5476,961,223,1,1,WARD 9,2016
2272,2,MAGRATH HEIGHTS,5476,961,223,1,1,WARD 9,2016
2272,3,MAGRATH HEIGHTS,5476,961,223,1,1,WARD 9,2016
2272,4,MAGRATH HEIGHTS,5476,961,223,2,1,WARD 9,2016
2272,5,MAGRATH HEIGHTS,5476,961,223,2,1,WARD 9,2016
2272,6,MAGRATH HEIGHTS,5476,961,223,2,1,WARD 9,2016
2272,7,MAGRATH HEIGHTS,5476,961,223,3,1,WARD 9,2016
2272,8,MAGRATH HEIGHTS,5476,961,223,3,1,WARD 9,2016
2272,9,MAGRATH HEIGHTS,5476,961,223,3,1,WARD 9,2016
2272,10,MAGRATH HEIGHTS,5476,961,223,4,1,WARD 9,2016
2272,11,MAGRATH HEIGHTS,5476,961,223,4,1,WARD 9,2016
2272,12,MAGRATH HEIGHTS,5476,961,223,4,1,WARD 9,2016
1425,1,LEGER,5630,905,131,1,1,WARD 9,2016
1425,2,LEGER,5630,905,131,1,1,WARD 9,2016
1425,3,LEGER,5630,905,131,1,1,WARD 9,2016
