NEIGHBOURHOOD,STRUCTURE_TYPE,OWNED,RENTED,NO_RESPONSE
LEWIS FARMS INDUSTRIAL,Other residential,0,0,0
LEWIS FARMS INDUSTRIAL,No Response,0,0,0
LORELEI,Single-detached house,749,65,3
LORELEI,Duplex/triplex/fourplex,73,26,5
LORELEI,Row house,181,172,2
LORELEI,Apartment with 5 or more stories,0,0,0
LORELEI,Apartment with less than 5 stories,0,152,0
LORELEI,Manufactured home/mobile home,0,0,0
LORELEI,Rooming house/collective residence,0,0,0
LORELEI,Hotel or motel,0,0,0
LORELEI,Other residential,0,0,0
LORELEI,No Response,0,0,0
LYMBURN,Single-detached house,1347,140,12
LYMBURN,Duplex/triplex/fourplex,227,114,1
LYMBURN,Row house,146,152,2
LYMBURN,Apartment with 5 or more stories,0,0,0
LYMBURN,Apartment with less than 5 stories,0,0,0
LYMBURN,Manufactured home/mobile home,0,0,0
LYMBURN,Rooming house/collective residence,0,0,0
LYMBURN,Hotel or motel,0,0,0
LYMBURN,Other residential,0,0,0
LYMBURN,No Response,0,0,0
LYNNWOOD,Single-detached house,653,119,11
LYNNWOOD,Duplex/triplex/fourplex,0,0,0
LYNNWOOD,Row house,0,0,0
LYNNWOOD,Apartment with 5 or more stories,1,306,0
LYNNWOOD,Apartment with less than 5 stories,1,247,0
LYNNWOOD,Manufactured home/mobile home,0,0,0
LYNNWOOD,Rooming house/collective residence,0,0,0
LYNNWOOD,Hotel or motel,0,0,0
LYNNWOOD,Other residential,0,0,0
LYNNWOOD,No Response,0,0,0
MACEWAN,Single-detached house,961,51,6
MACEWAN,Duplex/triplex/fourplex,255,67,2
MACEWAN,Row house,0,0,0
MACEWAN,Apartment with 5 or more stories,2,0,0
MACEWAN,Apartment with less than 5 stories,372,420,0
MACEWAN,Manufactured home/mobile home,0,0,0
MACEWAN,Rooming house/collective residence,0,0,0
MACEWAN,Hotel or motel,0,0,0
MACEWAN,Other residential,0,0,0
MACEWAN,No Response,0,0,0
MACTAGGART AREA,Single-detached house,271,13,2
MACTAGGART AREA,Duplex/triplex/fourplex,1,1,0
MACTAGGART AREA,Row house,0,0,0
MACTAGGART AREA,Apartment with 5 or more stories,0,0,0
MACTAGGART AREA,Apartment with less than 5 stories,0,0,0
MACTAGGART AREA,Manufactured home/mobile home,0,0,0
MACTAGGART AREA,Rooming house/collective residence,0,0,0
MACTAGGART AREA,Hotel or motel,0,0,0
MACTAGGART AREA,Other residential,0,0,0
MACTAGGART AREA,No Response,0,0,0
MAGRATH HEIGHTS AREA,Single-detached house,308,18,5
MAGRATH HEIGHTS AREA,Duplex/triplex/fourplex,60,26,3
MAGRATH HEIGHTS AREA,Row house,0,0,0
MAGRATH HEIGHTS AREA,Apartment with 5 or more stories,0,0,0
MAGRATH HEIGHTS AREA,Apartment with less than 5 stories,117,30,0
MAGRATH HEIGHTS AREA,Manufactured home/mobile home,0,0,0
MAGRATH HEIGHTS AREA,Rooming house/collective residence,0,0,0
MAGRATH HEIGHTS AREA,Hotel or motel,0,0,0
MAGRATH HEIGHTS AREA,Other residential,0,0,0
MAGRATH HEIGHTS AREA,No Response,0,0,0
MALMO PLAINS,Single-detached house,560,68,2
MALMO PLAINS,Duplex/triplex/fourplex,0,0,0
MALMO PLAINS,Row house,4,261,1
MALMO PLAINS,Apartment with 5 or more stories,79,199,1
MALMO PLAINS,Apartment with less than 5 stories,0,62,0
MALMO PLAINS,Manufactured home/mobile home,0,0,0
MALMO PLAINS,Rooming house/collective residence,0,0,0
MALMO PLAINS,Hotel or motel,0,0,0
MALMO PLAINS,Other residential,0,0,0
MALMO PLAINS,No Response,0,0,0
MAPLE RIDGE,Single-detached house,0,0,0
MAPLE RIDGE,Duplex/triplex/fourplex,1,0,0
MAPLE RIDGE,Row house,0,0,0
MAPLE RIDGE,Apartment with 5 or more stories,0,0,0
MAPLE RIDGE,Apartment with less than 5 stories,0,0,0
MAPLE RIDGE,Manufactured home/mobile home,756,42,10
MAPLE RIDGE,Rooming house/collective residence,0,0,0
MAPLE RIDGE,Hotel or motel,0,0,0
MAPLE RIDGE,Other residential,0,0,0
MAPLE RIDGE,No Response,0,0,0
MAPLE RIDGE INDUSTRIAL,Single-detached house,21,8,0
MAPLE RIDGE INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
MAPLE RIDGE INDUSTRIAL,Row house,0,0,0
MAPLE RIDGE INDUSTRIAL,Apartment with 5 or more stories,0,0,0
MAPLE RIDGE INDUSTRIAL,Apartment with less than 5 stories,0,0,0
MAPLE RIDGE INDUSTRIAL,Manufactured home/mobile home,1,1,0
MAPLE RIDGE INDUSTRIAL,Rooming house/collective residence,0,0,0
MAPLE RIDGE INDUSTRIAL,Hotel or motel,0,0,0
MAPLE RIDGE INDUSTRIAL,Other residential,0,0,0
MAPLE RIDGE INDUSTRIAL,No Response,0,0,0
MATT BERRY,Single-detached house,985,25,2
MATT BERRY,Duplex/triplex/fourplex,63,23,0
MATT BERRY,Row house,19,5,0
MATT BERRY,Apartment with 5 or more stories,1,0,0
MATT BERRY,Apartment with less than 5 stories,0,0,0
MATT BERRY,Manufactured home/mobile home,0,0,0
MATT BERRY,Rooming house/collective residence,0,0,0
MATT BERRY,Hotel or motel,0,0,0
MATT BERRY,Other residential,9,1,0
MATT BERRY,No Response,0,0,0
MAYFIELD,Single-detached house,661,108,3
MAYFIELD,Duplex/triplex/fourplex,10,3,0
MAYFIELD,Row house,7,8,0
MAYFIELD,Apartment with 5 or more stories,0,0,0
MAYFIELD,Apartment with less than 5 stories,24,29,0
MAYFIELD,Manufactured home/mobile home,0,0,0
MAYFIELD,Rooming house/collective residence,0,0,0
MAYFIELD,Hotel or motel,0,0,0
MAYFIELD,Other residential,0,0,0
MAYFIELD,No Response,0,0,0
MAYLIEWAN,Single-detached house,1114,37,36
MAYLIEWAN,Duplex/triplex/fourplex,64,6,0
MAYLIEWAN,Row house,0,0,0
MAYLIEWAN,Apartment with 5 or more stories,0,0,0
MAYLIEWAN,Apartment with less than 5 stories,0,0,0
MAYLIEWAN,Manufactured home/mobile home,0,0,0
MAYLIEWAN,Rooming house/collective residence,0,0,0
MAYLIEWAN,Hotel or motel,0,0,0
MAYLIEWAN,Other residential,0,0,0
MAYLIEWAN,No Response,0,0,0
MCARTHUR INDUSTRIAL,Single-detached house,0,0,0
MCARTHUR INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
MCARTHUR INDUSTRIAL,Row house,0,0,0
MCARTHUR INDUSTRIAL,Apartment with 5 or more stories,0,0,0
MCARTHUR INDUSTRIAL,Apartment with less than 5 stories,0,0,0
MCARTHUR INDUSTRIAL,Manufactured home/mobile home,0,0,0
MCARTHUR INDUSTRIAL,Rooming house/collective residence,0,0,0
MCARTHUR INDUSTRIAL,Hotel or motel,0,0,0
MCARTHUR INDUSTRIAL,Other residential,0,0,0
MCARTHUR INDUSTRIAL,No Response,0,0,0
MCCAULEY,Single-detached house,434,518,6
MCCAULEY,Duplex/triplex/fourplex,32,63,0
MCCAULEY,Row house,7,28,0
MCCAULEY,Apartment with 5 or more stories,1,321,0
MCCAULEY,Apartment with less than 5 stories,14,671,4
MCCAULEY,Manufactured home/mobile home,0,0,0
MCCAULEY,Rooming house/collective residence,0,191,0
MCCAULEY,Hotel or motel,0,0,0
MCCAULEY,Other residential,0,0,0
MCCAULEY,No Response,0,0,0
MCINTYRE INDUSTRIAL,Single-detached house,0,0,0
MCINTYRE INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
MCINTYRE INDUSTRIAL,Row house,0,0,0
MCINTYRE INDUSTRIAL,Apartment with 5 or more stories,0,0,0
MCINTYRE INDUSTRIAL,Apartment with less than 5 stories,0,0,0
MCINTYRE INDUSTRIAL,Manufactured home/mobile home,0,0,0
MCINTYRE INDUSTRIAL,Rooming house/collective residence,0,0,0
MCINTYRE INDUSTRIAL,Hotel or motel,0,0,0
MCINTYRE INDUSTRIAL,Other residential,0,0,0
MCINTYRE INDUSTRIAL,No Response,0,0,0
MCKERNAN,Single-detached house,420,458,3
MCKERNAN,Duplex/triplex/fourplex,37,132,0
MCKERNAN,Row house,4,3,0
MCKERNAN,Apartment with 5 or more stories,0,0,0
MCKERNAN,Apartment with less than 5 stories,0,15,1
MCKERNAN,Manufactured home/mobile home,0,0,0
MCKERNAN,Rooming house/collective residence,3,44,0
MCKERNAN,Hotel or motel,0,0,0
MCKERNAN,Other residential,0,0,0
MCKERNAN,No Response,0,0,0
MCLEOD,Single-detached house,811,51,0
MCLEOD,Duplex/triplex/fourplex,0,0,0
MCLEOD,Row house,0,0,0
MCLEOD,Apartment with 5 or more stories,0,0,0
MCLEOD,Apartment with less than 5 stories,0,0,0
MCLEOD,Manufactured home/mobile home,0,0,0
MCLEOD,Rooming house/collective residence,0,0,0
MCLEOD,Hotel or motel,0,0,0
MCLEOD,Other residential,0,0,0
MCLEOD,No Response,0,0,0
MCNAMARA INDUSTRIAL,Single-detached house,0,0,0
MCNAMARA INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
MCNAMARA INDUSTRIAL,Row house,0,0,0
MCNAMARA INDUSTRIAL,Apartment with 5 or more stories,0,0,0
MCNAMARA INDUSTRIAL,Apartment with less than 5 stories,0,0,0
MCNAMARA INDUSTRIAL,Manufactured home/mobile home,0,0,0
MCNAMARA INDUSTRIAL,Rooming house/collective residence,0,0,0
MCNAMARA INDUSTRIAL,Hotel or motel,0,0,0
MCNAMARA INDUSTRIAL,Other residential,0,0,0
MCNAMARA INDUSTRIAL,No Response,0,0,0
MCQUEEN,Single-detached house,354,48,6
MCQUEEN,Duplex/triplex/fourplex,8,10,1
MCQUEEN,Row house,0,0,0
MCQUEEN,Apartment with 5 or more stories,0,0,0
MCQUEEN,Apartment with less than 5 stories,12,233,2
MCQUEEN,Manufactured home/mobile home,0,0,0
MCQUEEN,Rooming house/collective residence,0,119,2
MCQUEEN,Hotel or motel,0,0,0
MCQUEEN,Other residential,0,0,0
MCQUEEN,No Response,0,0,0
MEADOWLARK PARK,Single-detached house,795,98,0
MEADOWLARK PARK,Duplex/triplex/fourplex,0,0,0
MEADOWLARK PARK,Row house,0,0,0
MEADOWLARK PARK,Apartment with 5 or more stories,1,0,0
MEADOWLARK PARK,Apartment with less than 5 stories,233,27,0
MEADOWLARK PARK,Manufactured home/mobile home,0,0,0
MEADOWLARK PARK,Rooming house/collective residence,0,0,0
MEADOWLARK PARK,Hotel or motel,0,0,0
MEADOWLARK PARK,Other residential,0,0,0
MEADOWLARK PARK,No Response,0,0,0
MENISA,Single-detached house,696,48,3
MENISA,Duplex/triplex/fourplex,47,28,0
MENISA,Row house,21,49,0
MENISA,Apartment with 5 or more stories,0,0,0
MENISA,Apartment with less than 5 stories,0,12,0
MENISA,Manufactured home/mobile home,0,0,0
MENISA,Rooming house/collective residence,0,0,0
MENISA,Hotel or motel,0,0,0
MENISA,Other residential,0,0,0
MENISA,No Response,0,0,0
MEYOKUMIN,Single-detached house,518,90,3
MEYOKUMIN,Duplex/triplex/fourplex,124,57,3
MEYOKUMIN,Row house,82,112,0
MEYOKUMIN,Apartment with 5 or more stories,0,0,0
MEYOKUMIN,Apartment with less than 5 stories,0,12,0
MEYOKUMIN,Manufactured home/mobile home,0,0,0
MEYOKUMIN,Rooming house/collective residence,0,0,0
MEYOKUMIN,Hotel or motel,0,0,0
MEYOKUMIN,Other residential,0,0,0
MEYOKUMIN,No Response,0,0,0
MEYONOHK,Single-detached house,461,58,3
MEYONOHK,Duplex/triplex/fourplex,88,47,2
MEYONOHK,Row house,176,80,2
MEYONOHK,Apartment with 5 or more stories,0,0,0
MEYONOHK,Apartment with less than 5 stories,135,38,2
MEYONOHK,Manufactured home/mobile home,0,0,0
MEYONOHK,Rooming house/collective residence,0,0,0
MEYONOHK,Hotel or motel,0,0,0
MEYONOHK,Other residential,0,0,0
MEYONOHK,No Response,0,0,0
MICHAELS PARK,Single-detached house,397,40,2
MICHAELS PARK,Duplex/triplex/fourplex,47,26,1
MICHAELS PARK,Row house,79,64,8
MICHAELS PARK,Apartment with 5 or more stories,0,0,0
MICHAELS PARK,Apartment with less than 5 stories,86,41,6
MICHAELS PARK,Manufactured home/mobile home,0,0,0
MICHAELS PARK,Rooming house/collective residence,0,0,0
MICHAELS PARK,Hotel or motel,0,0,0
MICHAELS PARK,Other residential,0,0,0
MICHAELS PARK,No Response,0,0,0
MILL WOODS GOLF COURSE,Single-detached house,0,0,0
MILL WOODS GOLF COURSE,Duplex/triplex/fourplex,0,0,0
MILL WOODS GOLF COURSE,Row house,0,0,0
MILL WOODS GOLF COURSE,Apartment with 5 or more stories,0,0,0
MILL WOODS GOLF COURSE,Apartment with less than 5 stories,0,0,0
MILL WOODS GOLF COURSE,Manufactured home/mobile home,0,0,0
MILL WOODS GOLF COURSE,Rooming house/collective residence,0,0,0
MILL WOODS GOLF COURSE,Hotel or motel,0,0,0
MILL WOODS GOLF COURSE,Other residential,0,0,0
MILL WOODS GOLF COURSE,No Response,0,0,0
MILL WOODS PARK,Single-detached house,0,0,0
MILL WOODS PARK,Duplex/triplex/fourplex,0,0,0
MILL WOODS PARK,Row house,0,0,0
MILL WOODS PARK,Apartment with 5 or more stories,0,0,0
MILL WOODS PARK,Apartment with less than 5 stories,0,0,0
MILL WOODS PARK,Manufactured home/mobile home,0,0,0
MILL WOODS PARK,Rooming house/collective residence,0,0,0
MILL WOODS PARK,Hotel or motel,0,0,0
MILL WOODS PARK,Other residential,0,0,0
MILL WOODS PARK,No Response,0,0,0
MILL WOODS TOWN CENTRE,Single-detached house,0,0,0
MILL WOODS TOWN CENTRE,Duplex/triplex/fourplex,0,0,0
MILL WOODS TOWN CENTRE,Row house,0,0,0
QUESNELL HEIGHTS,Row house,0,0,0
MILL WOODS TOWN CENTRE,Apartment with 5 or more stories,0,0,0
MILL WOODS TOWN CENTRE,Apartment with less than 5 stories,377,249,0
MILL WOODS TOWN CENTRE,Manufactured home/mobile home,0,0,0
MILL WOODS TOWN CENTRE,Rooming house/collective residence,0,0,0
MILL WOODS TOWN CENTRE,Hotel or motel,0,0,0
MILL WOODS TOWN CENTRE,Other residential,0,0,0
MILL WOODS TOWN CENTRE,No Response,0,0,0
MILLER,Single-detached house,600,31,14
MILLER,Duplex/triplex/fourplex,182,30,0
MILLER,Row house,0,0,0
MILLER,Apartment with 5 or more stories,0,0,0
MILLER,Apartment with less than 5 stories,90,115,0
MILLER,Manufactured home/mobile home,0,0,0
MILLER,Rooming house/collective residence,0,0,0
MILLER,Hotel or motel,0,0,0
MILLER,Other residential,0,0,0
MILLER,No Response,0,0,0
MINCHAU,Single-detached house,706,79,9
MINCHAU,Duplex/triplex/fourplex,44,43,1
MINCHAU,Row house,71,29,2
MINCHAU,Apartment with 5 or more stories,0,0,0
MINCHAU,Apartment with less than 5 stories,0,102,1
MINCHAU,Manufactured home/mobile home,0,0,0
MINCHAU,Rooming house/collective residence,0,0,0
MINCHAU,Hotel or motel,0,0,0
MINCHAU,Other residential,0,0,0
MINCHAU,No Response,0,0,0
MITCHELL INDUSTRIAL,Single-detached house,0,0,0
MITCHELL INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
MITCHELL INDUSTRIAL,Row house,0,0,0
MITCHELL INDUSTRIAL,Apartment with 5 or more stories,0,0,0
MITCHELL INDUSTRIAL,Apartment with less than 5 stories,0,0,0
MITCHELL INDUSTRIAL,Manufactured home/mobile home,0,0,0
MITCHELL INDUSTRIAL,Rooming house/collective residence,0,0,0
MITCHELL INDUSTRIAL,Hotel or motel,0,0,0
MITCHELL INDUSTRIAL,Other residential,0,0,0
MITCHELL INDUSTRIAL,No Response,0,0,0
MONTROSE,Single-detached house,772,256,12
MONTROSE,Duplex/triplex/fourplex,18,77,1
MONTROSE,Row house,3,17,0
MONTROSE,Apartment with 5 or more stories,0,0,0
MONTROSE,Apartment with less than 5 stories,10,235,4
MONTROSE,Manufactured home/mobile home,0,0,0
MONTROSE,Rooming house/collective residence,0,0,0
MONTROSE,Hotel or motel,0,1,0
MONTROSE,Other residential,0,0,0
MONTROSE,No Response,0,0,0
MORRIS INDUSTRIAL,Single-detached house,0,0,0
MORRIS INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
MORRIS INDUSTRIAL,Row house,0,0,0
MORRIS INDUSTRIAL,Apartment with 5 or more stories,0,0,0
MORRIS INDUSTRIAL,Apartment with less than 5 stories,0,0,0
MORRIS INDUSTRIAL,Manufactured home/mobile home,0,0,0
MORRIS INDUSTRIAL,Rooming house/collective residence,0,0,0
MORRIS INDUSTRIAL,Hotel or motel,0,0,0
MORRIS INDUSTRIAL,Other residential,0,0,0
MORRIS INDUSTRIAL,No Response,0,0,0
NEWTON,Single-detached house,909,163,7
NEWTON,Duplex/triplex/fourplex,14,36,1
NEWTON,Row house,0,0,0
NEWTON,Apartment with 5 or more stories,0,2,0
NEWTON,Apartment with less than 5 stories,31,74,1
NEWTON,Manufactured home/mobile home,0,0,0
NEWTON,Rooming house/collective residence,0,0,0
NEWTON,Hotel or motel,0,0,0
NEWTON,Other residential,0,0,0
NEWTON,No Response,0,0,0
NORTH GLENORA,Single-detached house,568,96,26
NORTH GLENORA,Duplex/triplex/fourplex,1,15,0
NORTH GLENORA,Row house,0,56,0
NORTH GLENORA,Apartment with 5 or more stories,0,0,0
NORTH GLENORA,Apartment with less than 5 stories,1,54,0
NORTH GLENORA,Manufactured home/mobile home,0,0,0
NORTH GLENORA,Rooming house/collective residence,0,0,0
NORTH GLENORA,Hotel or motel,0,0,0
NORTH GLENORA,Other residential,0,0,0
NORTH GLENORA,No Response,0,0,0
NORTHMOUNT,Single-detached house,728,67,11
NORTHMOUNT,Duplex/triplex/fourplex,0,0,0
NORTHMOUNT,Row house,161,77,0
NORTHMOUNT,Apartment with 5 or more stories,0,0,0
NORTHMOUNT,Apartment with less than 5 stories,0,98,0
NORTHMOUNT,Manufactured home/mobile home,0,0,0
NORTHMOUNT,Rooming house/collective residence,0,3,0
NORTHMOUNT,Hotel or motel,0,0,0
NORTHMOUNT,Other residential,0,0,0
NORTHMOUNT,No Response,0,0,0
NORWESTER INDUSTRIAL,Single-detached house,0,0,0
NORWESTER INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
NORWESTER INDUSTRIAL,Row house,0,0,0
NORWESTER INDUSTRIAL,Apartment with 5 or more stories,0,0,0
NORWESTER INDUSTRIAL,Apartment with less than 5 stories,0,0,0
NORWESTER INDUSTRIAL,Manufactured home/mobile home,0,0,0
NORWESTER INDUSTRIAL,Rooming house/collective residence,0,0,0
NORWESTER INDUSTRIAL,Hotel or motel,0,0,0
NORWESTER INDUSTRIAL,Other residential,0,0,0
NORWESTER INDUSTRIAL,No Response,0,0,0
OGILVIE RIDGE,Single-detached house,284,4,0
OGILVIE RIDGE,Duplex/triplex/fourplex,58,6,0
OGILVIE RIDGE,Row house,0,0,0
OGILVIE RIDGE,Apartment with 5 or more stories,0,0,0
OGILVIE RIDGE,Apartment with less than 5 stories,0,0,0
OGILVIE RIDGE,Manufactured home/mobile home,0,0,0
OGILVIE RIDGE,Rooming house/collective residence,0,0,0
OGILVIE RIDGE,Hotel or motel,0,0,0
OGILVIE RIDGE,Other residential,0,0,0
OGILVIE RIDGE,No Response,0,0,0
OLESKIW,Single-detached house,864,11,13
OLESKIW,Duplex/triplex/fourplex,119,39,2
OLESKIW,Row house,0,0,0
OLESKIW,Apartment with 5 or more stories,0,0,0
OLESKIW,Apartment with less than 5 stories,1,0,0
OLESKIW,Manufactured home/mobile home,0,0,0
OLESKIW,Rooming house/collective residence,0,0,0
OLESKIW,Hotel or motel,0,0,0
OLESKIW,Other residential,0,0,0
OLESKIW,No Response,0,0,0
OLIVER,Single-detached house,34,48,0
OLIVER,Duplex/triplex/fourplex,45,47,0
OLIVER,Row house,35,20,1
OLIVER,Apartment with 5 or more stories,2552,5169,30
OLIVER,Apartment with less than 5 stories,862,2784,20
OLIVER,Manufactured home/mobile home,0,1,0
OLIVER,Rooming house/collective residence,0,342,0
OLIVER,Hotel or motel,0,1,0
OLIVER,Other residential,25,36,1
OLIVER,No Response,0,0,0
ORMSBY PLACE,Single-detached house,978,39,11
ORMSBY PLACE,Duplex/triplex/fourplex,6,14,0
ORMSBY PLACE,Row house,366,319,6
ORMSBY PLACE,Apartment with 5 or more stories,0,0,0
ORMSBY PLACE,Apartment with less than 5 stories,7,132,2
ORMSBY PLACE,Manufactured home/mobile home,0,0,0
ORMSBY PLACE,Rooming house/collective residence,0,0,0
ORMSBY PLACE,Hotel or motel,0,0,0
ORMSBY PLACE,Other residential,8,4,1
ORMSBY PLACE,No Response,0,0,0
OTTEWELL,Single-detached house,1796,210,41
OTTEWELL,Duplex/triplex/fourplex,49,55,3
OTTEWELL,Row house,0,0,0
OTTEWELL,Apartment with 5 or more stories,0,0,0
OTTEWELL,Apartment with less than 5 stories,22,265,7
OTTEWELL,Manufactured home/mobile home,0,0,0
OTTEWELL,Rooming house/collective residence,0,157,0
OTTEWELL,Hotel or motel,0,0,0
OTTEWELL,Other residential,4,2,1
OTTEWELL,No Response,0,0,0
OVERLANDERS,Single-detached house,286,23,1
OVERLANDERS,Duplex/triplex/fourplex,37,7,0
OVERLANDERS,Row house,54,266,2
OVERLANDERS,Apartment with 5 or more stories,0,1,0
OVERLANDERS,Apartment with less than 5 stories,1,512,2
OVERLANDERS,Manufactured home/mobile home,0,0,0
OVERLANDERS,Rooming house/collective residence,0,0,0
OVERLANDERS,Hotel or motel,0,0,0
OVERLANDERS,Other residential,0,0,0
OVERLANDERS,No Response,0,0,0
OXFORD,Single-detached house,783,38,5
OXFORD,Duplex/triplex/fourplex,113,18,0
OXFORD,Row house,0,0,0
OXFORD,Apartment with 5 or more stories,0,0,0
OXFORD,Apartment with less than 5 stories,128,22,4
OXFORD,Manufactured home/mobile home,0,0,0
OXFORD,Rooming house/collective residence,0,0,0
OXFORD,Hotel or motel,0,0,0
OXFORD,Other residential,0,0,0
OXFORD,No Response,0,0,0
OZERNA,Single-detached house,1045,35,7
OZERNA,Duplex/triplex/fourplex,136,18,1
OZERNA,Row house,2,0,0
OZERNA,Apartment with 5 or more stories,0,0,0
OZERNA,Apartment with less than 5 stories,88,25,0
OZERNA,Manufactured home/mobile home,0,0,0
OZERNA,Rooming house/collective residence,0,0,0
OZERNA,Hotel or motel,0,0,0
OZERNA,Other residential,1,0,1
OZERNA,No Response,0,0,0
PAPASCHASE INDUSTRIAL,Single-detached house,0,0,0
PAPASCHASE INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
PAPASCHASE INDUSTRIAL,Row house,0,0,0
PAPASCHASE INDUSTRIAL,Apartment with 5 or more stories,0,0,0
PAPASCHASE INDUSTRIAL,Apartment with less than 5 stories,0,0,0
PAPASCHASE INDUSTRIAL,Manufactured home/mobile home,0,0,0
PAPASCHASE INDUSTRIAL,Rooming house/collective residence,0,0,0
PAPASCHASE INDUSTRIAL,Hotel or motel,0,0,0
PAPASCHASE INDUSTRIAL,Other residential,0,0,0
PAPASCHASE INDUSTRIAL,No Response,0,0,0
PARKALLEN,Single-detached house,556,231,6
PARKALLEN,Duplex/triplex/fourplex,0,31,0
PARKALLEN,Row house,0,1,0
PARKALLEN,Apartment with 5 or more stories,0,1,0
PARKALLEN,Apartment with less than 5 stories,56,150,0
PARKALLEN,Manufactured home/mobile home,0,0,0
PARKALLEN,Rooming house/collective residence,0,0,0
PARKALLEN,Hotel or motel,0,0,0
PARKALLEN,Other residential,0,0,0
PARKALLEN,No Response,0,0,0
PARKDALE,Single-detached house,700,308,6
PARKDALE,Duplex/triplex/fourplex,21,67,0
PARKDALE,Row house,1,18,0
PARKDALE,Apartment with 5 or more stories,111,112,12
PARKDALE,Apartment with less than 5 stories,1,157,0
PARKDALE,Manufactured home/mobile home,0,0,0
PARKDALE,Rooming house/collective residence,0,0,0
PARKDALE,Hotel or motel,0,0,0
PARKDALE,Other residential,0,0,0
PARKDALE,No Response,0,0,0
PARKVIEW,Single-detached house,1163,92,30
PARKVIEW,Duplex/triplex/fourplex,0,0,0
PARKVIEW,Row house,9,2,0
PARKVIEW,Apartment with 5 or more stories,0,0,0
PARKVIEW,Apartment with less than 5 stories,0,0,0
PARKVIEW,Manufactured home/mobile home,0,0,0
PARKVIEW,Rooming house/collective residence,0,0,0
PARKVIEW,Hotel or motel,0,0,0
PARKVIEW,Other residential,0,0,0
PARKVIEW,No Response,0,0,0
PARSONS INDUSTRIAL,Single-detached house,0,0,0
PARSONS INDUSTRIAL,Duplex/triplex/fourplex,0,0,0
PARSONS INDUSTRIAL,Row house,0,0,0
PARSONS INDUSTRIAL,Apartment with 5 or more stories,0,0,0
PARSONS INDUSTRIAL,Apartment with less than 5 stories,0,0,0
PARSONS INDUSTRIAL,Manufactured home/mobile home,0,0,0
PARSONS INDUSTRIAL,Rooming house/collective residence,0,0,0
PARSONS INDUSTRIAL,Hotel or motel,0,0,0
PARSONS INDUSTRIAL,Other residential,0,0,0
PARSONS INDUSTRIAL,No Response,0,0,0
PATRICIA HEIGHTS,Single-detached house,295,19,0
PATRICIA HEIGHTS,Duplex/triplex/fourplex,0,0,0
PATRICIA HEIGHTS,Row house,0,1,0
PATRICIA HEIGHTS,Apartment with 5 or more stories,0,0,0
PATRICIA HEIGHTS,Apartment with less than 5 stories,25,341,0
PATRICIA HEIGHTS,Manufactured home/mobile home,0,0,0
PATRICIA HEIGHTS,Rooming house/collective residence,0,0,0
PATRICIA HEIGHTS,Hotel or motel,0,0,0
PATRICIA HEIGHTS,Other residential,0,0,0
PATRICIA HEIGHTS,No Response,0,0,0
PEMBINA,Single-detached house,1,0,0
PEMBINA,Duplex/triplex/fourplex,26,5,0
PEMBINA,Row house,0,0,0
PEMBINA,Apartment with 5 or more stories,0,0,0
PEMBINA,Apartment with less than 5 stories,174,44,1
PEMBINA,Manufactured home/mobile home,0,0,0
PEMBINA,Rooming house/collective residence,0,0,0
PEMBINA,Hotel or motel,0,0,0
PEMBINA,Other residential,0,0,0
PEMBINA,No Response,0,0,0
PLACE LARUE,Single-detached house,0,0,0
PLACE LARUE,Duplex/triplex/fourplex,0,0,0
PLACE LARUE,Row house,0,0,0
PLACE LARUE,Apartment with 5 or more stories,0,0,0
PLACE LARUE,Apartment with less than 5 stories,0,0,0
PLACE LARUE,Manufactured home/mobile home,0,0,0
PLACE LARUE,Rooming house/collective residence,0,0,0
PLACE LARUE,Hotel or motel,0,0,0
PLACE LARUE,Other residential,0,0,0
PLACE LARUE,No Response,0,0,0
PLEASANTVIEW,Single-detached house,635,141,13
PLEASANTVIEW,Duplex/triplex/fourplex,54,72,3
PLEASANTVIEW,Row house,97,46,1
PLEASANTVIEW,Apartment with 5 or more stories,0,367,0
PLEASANTVIEW,Apartment with less than 5 stories,44,308,2
PLEASANTVIEW,Manufactured home/mobile home,0,0,0
PLEASANTVIEW,Rooming house/collective residence,0,0,0
PLEASANTVIEW,Hotel or motel,0,0,0
PLEASANTVIEW,Other residential,0,0,0
PLEASANTVIEW,No Response,0,0,0
POLLARD MEADOWS,Single-detached house,600,117,4
POLLARD MEADOWS,Duplex/triplex/fourplex,89,46,0
POLLARD MEADOWS,Row house,158,183,1
POLLARD MEADOWS,Apartment with 5 or more stories,0,0,0
POLLARD MEADOWS,Apartment with less than 5 stories,92,311,0
POLLARD MEADOWS,Manufactured home/mobile home,0,0,0
POLLARD MEADOWS,Rooming house/collective residence,0,0,0
POLLARD MEADOWS,Hotel or motel,0,0,0
POLLARD MEADOWS,Other residential,0,0,0
POLLARD MEADOWS,No Response,0,0,0
POTTER GREENS,Single-detached house,446,9,6
POTTER GREENS,Duplex/triplex/fourplex,96,1,0
POTTER GREENS,Row house,0,0,0
POTTER GREENS,Apartment with 5 or more stories,0,0,0
