WARD,Neighbourhood Number,Neighbourhood Name,Canadian Citizen,Permanent Resident,Refugee,Other,No Response,Month,Quarter,Year
WARD 1,4660,YOUNGSTOWN INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4660,YOUNGSTOWN INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4660,YOUNGSTOWN INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4660,YOUNGSTOWN INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,1,1,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,2,1,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,3,1,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,4,2,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,5,2,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,6,2,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,7,3,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,8,3,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,9,3,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,10,4,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,11,4,2016
WARD 10,5530,UNIVERSITY OF ALBERTA FARM,0,0,0,0,0,12,4,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 1,4300,MCNAMARA INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,1,1,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,2,1,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,3,1,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,4,2,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,5,2,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,6,2,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,7,3,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,8,3,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,9,3,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,10,4,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,11,4,2016
WARD 5,4462,EDGEMONT,633,94,1,5,803,12,4,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,1,1,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,2,1,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,3,1,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,4,2,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,5,2,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,6,2,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,7,3,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,8,3,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,9,3,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,10,4,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,11,4,2016
WARD 2,1170,PRINCE RUPERT,1127,73,0,29,63,12,4,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,1,1,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,2,1,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,3,1,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,4,2,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,5,2,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,6,2,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,7,3,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,8,3,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,9,3,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,10,4,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,11,4,2016
WARD 12,6661,CHARLESWORTH,2914,484,2,68,1994,12,4,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,1,1,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,2,1,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,3,1,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,4,2,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,5,2,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,6,2,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,7,3,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,8,3,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,9,3,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,10,4,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,11,4,2016
WARD 8,6320,IDYLWYLDE,1281,81,2,43,415,12,4,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,1,1,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,2,1,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,3,1,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,4,2,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,5,2,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,6,2,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,7,3,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,8,3,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,9,3,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,10,4,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,11,4,2016
WARD 11,6460,MEYOKUMIN,1699,168,14,28,1111,12,4,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,1,1,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,2,1,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,3,1,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,4,2,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,5,2,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,6,2,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,7,3,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,8,3,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,9,3,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,10,4,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,11,4,2016
WARD 5,4140,ELMWOOD,2079,265,6,18,353,12,4,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,1,1,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,2,1,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,3,1,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,4,2,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,5,2,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,6,2,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,7,3,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,8,3,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,9,3,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,10,4,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,11,4,2016
WARD 4,4019,ANTHONY HENDAY ENERGY PARK,0,0,0,0,0,12,4,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,1,1,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,2,1,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,3,1,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,4,2,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,5,2,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,6,2,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,7,3,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,8,3,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,9,3,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,10,4,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,11,4,2016
WARD 11,6570,PARSONS INDUSTRIAL,0,0,0,0,0,12,4,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,1,1,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,2,1,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,3,1,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,4,2,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,5,2,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,6,2,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,7,3,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,8,3,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,9,3,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,10,4,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,11,4,2016
WARD 5,4461,THE HAMPTONS,7732,686,5,131,3006,12,4,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,1,1,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,2,1,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,3,1,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,4,2,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,5,2,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,6,2,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,7,3,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,8,3,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,9,3,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,10,4,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,11,4,2016
WARD 10,5320,PLEASANTVIEW,2320,297,3,113,1169,12,4,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,1,1,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,2,1,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,3,1,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,4,2,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,5,2,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,6,2,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,7,3,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,8,3,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,9,3,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,10,4,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,11,4,2016
WARD 7,2060,BELLEVUE,625,21,0,8,347,12,4,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,1,1,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,2,1,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,3,1,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,4,2,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,5,2,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,6,2,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,7,3,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,8,3,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,9,3,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,10,4,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,11,4,2016
WARD 11,6600,RICHFIELD,2473,340,25,34,448,12,4,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,1,1,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,2,1,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,3,1,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,4,2,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,5,2,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,6,2,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,7,3,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,8,3,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,9,3,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,10,4,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,11,4,2016
WARD 5,4467,RIVER VALLEY CAMERON,0,0,0,0,0,12,4,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,1,1,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,2,1,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,3,1,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,4,2,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,5,2,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,6,2,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,7,3,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,8,3,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,9,3,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,10,4,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,11,4,2016
WARD 11,6190,EDMONTON RESEARCH AND DEVELOPMENT PARK,0,0,0,0,0,12,4,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,1,1,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,2,1,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,3,1,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,4,2,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,5,2,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,6,2,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,7,3,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,8,3,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,9,3,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,10,4,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,11,4,2016
WARD 3,3080,CANOSSA,2274,87,0,13,910,12,4,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,1,1,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,2,1,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,3,1,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,4,2,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,5,2,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,6,2,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,7,3,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,8,3,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,9,3,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,10,4,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,11,4,2016
WARD 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,117,24,0,7,410,12,4,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,1,1,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,2,1,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,3,1,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,4,2,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,5,2,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,6,2,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,7,3,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,8,3,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,9,3,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,10,4,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,11,4,2016
WARD 7,1190,RIVER VALLEY KINNAIRD,0,0,0,0,0,12,4,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,1,1,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,2,1,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,3,1,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,4,2,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,5,2,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,6,2,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,7,3,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,8,3,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,9,3,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,10,4,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,11,4,2016
WARD 11,6200,EKOTA,1433,95,10,22,855,12,4,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,1,1,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,2,1,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,3,1,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,4,2,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,5,2,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,6,2,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,7,3,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,8,3,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,9,3,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,10,4,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,11,4,2016
WARD 1,4730,SUDER GREENS,2286,183,1,33,777,12,4,2016
WARD 1,4487,SECORD,2066,198,1,44,862,1,1,2016
WARD 1,4487,SECORD,2066,198,1,44,862,2,1,2016
WARD 1,4487,SECORD,2066,198,1,44,862,3,1,2016
WARD 1,4487,SECORD,2066,198,1,44,862,4,2,2016
WARD 1,4487,SECORD,2066,198,1,44,862,5,2,2016
WARD 1,4487,SECORD,2066,198,1,44,862,6,2,2016
WARD 1,4487,SECORD,2066,198,1,44,862,7,3,2016
WARD 1,4487,SECORD,2066,198,1,44,862,8,3,2016
WARD 1,4487,SECORD,2066,198,1,44,862,9,3,2016
WARD 1,4487,SECORD,2066,198,1,44,862,10,4,2016
WARD 1,4487,SECORD,2066,198,1,44,862,11,4,2016
WARD 1,4487,SECORD,2066,198,1,44,862,12,4,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,1,1,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,2,1,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,3,1,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,4,2,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,5,2,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,6,2,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,7,3,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,8,3,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,9,3,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,10,4,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,11,4,2016
WARD 6,3381,RIVER VALLEY GLENORA,0,0,0,0,0,12,4,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,1,1,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,2,1,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,3,1,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,4,2,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,5,2,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,6,2,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,7,3,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,8,3,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,9,3,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,10,4,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,11,4,2016
WARD 5,4390,PATRICIA HEIGHTS,1160,76,0,38,451,12,4,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,1,1,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,2,1,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,3,1,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,4,2,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,5,2,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,6,2,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,7,3,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,8,3,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,9,3,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,10,4,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,11,4,2016
WARD 1,4620,WESTVIEW VILLAGE,1211,8,1,8,929,12,4,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,1,1,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,2,1,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,3,1,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,4,2,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,5,2,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,6,2,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,7,3,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,8,3,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,9,3,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,10,4,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,11,4,2016
WARD 7,2550,MONTROSE,1884,66,0,15,1344,12,4,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,1,1,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,2,1,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,3,1,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,4,2,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,5,2,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,6,2,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,7,3,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,8,3,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,9,3,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,10,4,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,11,4,2016
WARD 10,5260,LANSDOWNE,1000,69,0,29,143,12,4,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,1,1,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,2,1,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,3,1,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,4,2,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,5,2,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,6,2,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,7,3,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,8,3,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,9,3,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,10,4,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,11,4,2016
WARD 3,4016,ANTHONY HENDAY CASTLEDOWNS,0,0,0,0,0,12,4,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,1,1,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,2,1,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,3,1,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,4,2,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,5,2,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,6,2,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,7,3,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,8,3,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,9,3,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,10,4,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,11,4,2016
WARD 2,3060,CAERNARVON,2247,102,5,10,1975,12,4,2016
WARD 9,5466,CASHMAN,0,0,0,0,0,1,1,2016
