WARD,NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,LENGTH_OF_RESIDENCE,OWNED,RENTED,NO_RESPONSE
Ward 7,1130,ELMWOOD PARK,No Response,66,146,65
Ward 7,2290,GLENGARRY,5 years or more,1484,196,5
Ward 7,2290,GLENGARRY,No 3 years to less than 5 years,196,117,0
Ward 7,2290,GLENGARRY,1 year to less than 3 years,172,192,0
Ward 7,2290,GLENGARRY,Less than 1 year,120,214,0
Ward 7,2290,GLENGARRY,Child less than 1 year,22,10,0
Ward 7,2290,GLENGARRY,No Response,51,75,56
Ward 7,2330,HIGHLANDS,5 years or more,1302,126,17
Ward 7,2330,HIGHLANDS,No 3 years to less than 5 years,216,85,0
Ward 7,2330,HIGHLANDS,1 year to less than 3 years,178,146,1
Ward 7,2330,HIGHLANDS,Less than 1 year,116,157,4
Ward 7,2330,HIGHLANDS,Child less than 1 year,21,8,0
Ward 7,2330,HIGHLANDS,No Response,153,47,25
Ward 7,2360,INDUSTRIAL HEIGHTS,5 years or more,0,0,0
Ward 7,2360,INDUSTRIAL HEIGHTS,No 3 years to less than 5 years,0,0,0
Ward 7,2360,INDUSTRIAL HEIGHTS,1 year to less than 3 years,0,0,0
Ward 7,2360,INDUSTRIAL HEIGHTS,Less than 1 year,0,0,0
Ward 7,2360,INDUSTRIAL HEIGHTS,Child less than 1 year,0,0,0
Ward 7,2360,INDUSTRIAL HEIGHTS,No Response,0,0,0
Ward 7,2400,KILDARE,5 years or more,1063,199,20
Ward 7,2400,KILDARE,No 3 years to less than 5 years,184,165,0
Ward 7,2400,KILDARE,1 year to less than 3 years,112,285,3
Ward 7,2400,KILDARE,Less than 1 year,46,266,2
Ward 7,2400,KILDARE,Child less than 1 year,8,18,0
Ward 7,2400,KILDARE,No Response,67,78,178
Ward 7,2420,KILLARNEY,5 years or more,953,489,8
Ward 7,2420,KILLARNEY,No 3 years to less than 5 years,147,314,11
Ward 7,2420,KILLARNEY,1 year to less than 3 years,111,632,1
Ward 7,2420,KILLARNEY,Less than 1 year,75,772,8
Ward 7,2420,KILLARNEY,Child less than 1 year,10,42,0
Ward 7,2420,KILLARNEY,No Response,82,263,70
Ward 7,2550,MONTROSE,5 years or more,1124,325,14
Ward 7,2550,MONTROSE,No 3 years to less than 5 years,216,137,17
Ward 7,2550,MONTROSE,1 year to less than 3 years,158,316,10
Ward 7,2550,MONTROSE,Less than 1 year,112,336,11
Ward 7,2550,MONTROSE,Child less than 1 year,16,21,0
Ward 7,2550,MONTROSE,No Response,84,128,214
Ward 7,2560,NEWTON,5 years or more,1536,173,78
Ward 7,2560,NEWTON,No 3 years to less than 5 years,100,129,10
Ward 7,2560,NEWTON,1 year to less than 3 years,88,108,10
Ward 7,2560,NEWTON,Less than 1 year,86,171,2
Ward 7,2560,NEWTON,Child less than 1 year,10,7,0
Ward 7,2560,NEWTON,No Response,147,47,208
Ward 7,2580,NORTHMOUNT,5 years or more,1705,159,8
Ward 7,2580,NORTHMOUNT,No 3 years to less than 5 years,223,87,7
Ward 7,2580,NORTHMOUNT,1 year to less than 3 years,139,116,0
Ward 7,2580,NORTHMOUNT,Less than 1 year,85,184,9
Ward 7,2580,NORTHMOUNT,Child less than 1 year,12,14,1
Ward 7,2580,NORTHMOUNT,No Response,81,33,46
Ward 7,1160,PARKDALE,5 years or more,972,232,6
Ward 7,1160,PARKDALE,No 3 years to less than 5 years,195,184,10
Ward 7,1160,PARKDALE,1 year to less than 3 years,181,338,10
Ward 7,1160,PARKDALE,Less than 1 year,92,319,7
Ward 7,1160,PARKDALE,Child less than 1 year,21,22,1
Ward 7,1160,PARKDALE,No Response,197,174,227
Ward 7,2640,RIVER VALLEY HIGHLANDS,5 years or more,0,0,0
Ward 7,2640,RIVER VALLEY HIGHLANDS,No 3 years to less than 5 years,0,0,0
Ward 7,2640,RIVER VALLEY HIGHLANDS,1 year to less than 3 years,0,0,0
Ward 7,2640,RIVER VALLEY HIGHLANDS,Less than 1 year,0,0,0
Ward 7,2640,RIVER VALLEY HIGHLANDS,Child less than 1 year,0,0,0
Ward 7,2640,RIVER VALLEY HIGHLANDS,No Response,0,0,0
Ward 7,1190,RIVER VALLEY KINNAIRD,5 years or more,0,0,0
Ward 7,1190,RIVER VALLEY KINNAIRD,No 3 years to less than 5 years,0,0,0
Ward 7,1190,RIVER VALLEY KINNAIRD,1 year to less than 3 years,0,0,0
Ward 7,1190,RIVER VALLEY KINNAIRD,Less than 1 year,0,0,0
Ward 7,1190,RIVER VALLEY KINNAIRD,Child less than 1 year,0,0,0
Ward 7,1190,RIVER VALLEY KINNAIRD,No Response,0,0,0
Ward 7,2650,RIVER VALLEY RUNDLE,5 years or more,0,0,0
Ward 7,2650,RIVER VALLEY RUNDLE,No 3 years to less than 5 years,0,0,0
Ward 7,2650,RIVER VALLEY RUNDLE,1 year to less than 3 years,0,0,0
Ward 7,2650,RIVER VALLEY RUNDLE,Less than 1 year,0,0,0
Ward 7,2650,RIVER VALLEY RUNDLE,Child less than 1 year,0,0,0
Ward 7,2650,RIVER VALLEY RUNDLE,No Response,0,0,0
Ward 7,2660,RUNDLE HEIGHTS,5 years or more,831,362,21
Ward 7,2660,RUNDLE HEIGHTS,No 3 years to less than 5 years,76,351,11
Ward 7,2660,RUNDLE HEIGHTS,1 year to less than 3 years,67,566,14
Ward 7,2660,RUNDLE HEIGHTS,Less than 1 year,44,535,9
Ward 7,2660,RUNDLE HEIGHTS,Child less than 1 year,14,48,1
Ward 7,2660,RUNDLE HEIGHTS,No Response,43,163,203
Ward 7,1240,VIRGINIA PARK,5 years or more,213,112,4
Ward 7,1240,VIRGINIA PARK,No 3 years to less than 5 years,32,83,0
Ward 7,1240,VIRGINIA PARK,1 year to less than 3 years,27,61,0
Ward 7,1240,VIRGINIA PARK,Less than 1 year,17,57,0
Ward 7,1240,VIRGINIA PARK,Child less than 1 year,0,3,0
Ward 7,1240,VIRGINIA PARK,No Response,33,21,37
Ward 7,1270,YELLOWHEAD CORRIDOR EAST,5 years or more,0,0,0
Ward 7,1270,YELLOWHEAD CORRIDOR EAST,No 3 years to less than 5 years,0,0,0
Ward 7,1270,YELLOWHEAD CORRIDOR EAST,1 year to less than 3 years,0,0,0
Ward 7,1270,YELLOWHEAD CORRIDOR EAST,Less than 1 year,0,0,0
Ward 7,1270,YELLOWHEAD CORRIDOR EAST,Child less than 1 year,0,0,0
Ward 7,1270,YELLOWHEAD CORRIDOR EAST,No Response,0,0,0
Ward 8,5040,BELGRAVIA,5 years or more,1055,56,1
Ward 8,5040,BELGRAVIA,No 3 years to less than 5 years,161,59,0
Ward 8,5040,BELGRAVIA,1 year to less than 3 years,122,138,0
Ward 8,5040,BELGRAVIA,Less than 1 year,99,178,2
Ward 8,5040,BELGRAVIA,Child less than 1 year,8,1,0
Ward 8,5040,BELGRAVIA,No Response,153,105,3
Ward 8,6040,BONNIE DOON,5 years or more,1185,322,27
Ward 8,6040,BONNIE DOON,No 3 years to less than 5 years,333,257,14
Ward 8,6040,BONNIE DOON,1 year to less than 3 years,264,506,17
Ward 8,6040,BONNIE DOON,Less than 1 year,199,528,15
Ward 8,6040,BONNIE DOON,Child less than 1 year,17,23,4
Ward 8,6040,BONNIE DOON,No Response,138,173,330
Ward 8,6061,CAPILANO,5 years or more,1816,38,8
Ward 8,6061,CAPILANO,No 3 years to less than 5 years,251,25,0
Ward 8,6061,CAPILANO,1 year to less than 3 years,147,55,6
Ward 8,6061,CAPILANO,Less than 1 year,99,31,0
Ward 8,6061,CAPILANO,Child less than 1 year,15,2,0
Ward 8,6061,CAPILANO,No Response,49,8,133
Ward 8,6070,CLOVERDALE,5 years or more,338,18,1
Ward 8,6070,CLOVERDALE,No 3 years to less than 5 years,106,29,0
Ward 8,6070,CLOVERDALE,1 year to less than 3 years,121,39,0
Ward 8,6070,CLOVERDALE,Less than 1 year,43,79,0
Ward 8,6070,CLOVERDALE,Child less than 1 year,4,2,0
Ward 8,6070,CLOVERDALE,No Response,62,8,35
Ward 8,5150,CPR WEST,5 years or more,0,0,0
Ward 8,5150,CPR WEST,No 3 years to less than 5 years,0,0,0
Ward 8,5150,CPR WEST,1 year to less than 3 years,0,0,0
Ward 8,5150,CPR WEST,Less than 1 year,0,0,0
Ward 8,5150,CPR WEST,Child less than 1 year,0,0,0
Ward 8,5150,CPR WEST,No Response,0,0,0
Ward 8,6180,EASTGATE BUSINESS PARK,5 years or more,0,0,0
Ward 8,6180,EASTGATE BUSINESS PARK,No 3 years to less than 5 years,0,0,0
Ward 8,6180,EASTGATE BUSINESS PARK,1 year to less than 3 years,0,0,0
Ward 8,6180,EASTGATE BUSINESS PARK,Less than 1 year,0,0,0
Ward 8,6180,EASTGATE BUSINESS PARK,Child less than 1 year,0,0,0
Ward 8,6180,EASTGATE BUSINESS PARK,No Response,0,0,0
Ward 8,6230,FOREST HEIGHTS,5 years or more,1273,258,24
Ward 8,6230,FOREST HEIGHTS,No 3 years to less than 5 years,157,142,4
Ward 8,6230,FOREST HEIGHTS,1 year to less than 3 years,139,253,7
Ward 8,6230,FOREST HEIGHTS,Less than 1 year,84,322,5
Ward 8,6230,FOREST HEIGHTS,Child less than 1 year,9,5,0
Ward 8,6230,FOREST HEIGHTS,No Response,476,302,468
Ward 8,6240,FULTON PLACE,5 years or more,1360,81,1
Ward 8,6240,FULTON PLACE,No 3 years to less than 5 years,217,67,1
Ward 8,6240,FULTON PLACE,1 year to less than 3 years,139,115,4
Ward 8,6240,FULTON PLACE,Less than 1 year,101,105,3
Ward 8,6240,FULTON PLACE,Child less than 1 year,19,5,0
Ward 8,6240,FULTON PLACE,No Response,22,3,1
Ward 8,5200,GARNEAU,5 years or more,747,582,20
Ward 8,5200,GARNEAU,No 3 years to less than 5 years,234,710,14
Ward 8,5200,GARNEAU,1 year to less than 3 years,210,1694,25
Ward 8,5200,GARNEAU,Less than 1 year,119,2263,29
Ward 8,5200,GARNEAU,Child less than 1 year,11,34,1
Ward 8,5200,GARNEAU,No Response,298,1386,1100
Ward 8,6270,GOLD BAR,5 years or more,1363,154,13
Ward 8,6270,GOLD BAR,No 3 years to less than 5 years,220,205,11
Ward 8,6270,GOLD BAR,1 year to less than 3 years,157,208,2
Ward 8,6270,GOLD BAR,Less than 1 year,104,281,0
Ward 8,6270,GOLD BAR,Child less than 1 year,16,15,0
Ward 8,6270,GOLD BAR,No Response,19,59,10
Ward 8,6310,HOLYROOD,5 years or more,1417,241,7
Ward 8,6310,HOLYROOD,No 3 years to less than 5 years,245,220,2
Ward 8,6310,HOLYROOD,1 year to less than 3 years,192,271,0
Ward 8,6310,HOLYROOD,Less than 1 year,97,294,3
Ward 8,6310,HOLYROOD,Child less than 1 year,19,10,0
Ward 8,6310,HOLYROOD,No Response,58,130,124
Ward 8,6320,IDYLWYLDE,5 years or more,658,180,9
Ward 8,6320,IDYLWYLDE,No 3 years to less than 5 years,88,106,1
Ward 8,6320,IDYLWYLDE,1 year to less than 3 years,107,167,2
Ward 8,6320,IDYLWYLDE,Less than 1 year,53,212,3
Ward 8,6320,IDYLWYLDE,Child less than 1 year,9,11,0
Ward 8,6320,IDYLWYLDE,No Response,60,60,46
Ward 8,6350,KENILWORTH,5 years or more,1402,89,5
Ward 8,6350,KENILWORTH,No 3 years to less than 5 years,172,93,1
Ward 8,6350,KENILWORTH,1 year to less than 3 years,141,102,1
Ward 8,6350,KENILWORTH,Less than 1 year,84,107,2
Ward 8,6350,KENILWORTH,Child less than 1 year,8,3,1
Ward 8,6350,KENILWORTH,No Response,122,59,88
Ward 8,6380,LAMBTON INDUSTRIAL,5 years or more,0,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,No 3 years to less than 5 years,0,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,1 year to less than 3 years,0,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,Less than 1 year,0,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,Child less than 1 year,0,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,No Response,0,0,0
Ward 8,5290,MCKERNAN,5 years or more,570,87,1
Ward 8,5290,MCKERNAN,No 3 years to less than 5 years,127,137,0
Ward 8,5290,MCKERNAN,1 year to less than 3 years,142,424,3
Ward 8,5290,MCKERNAN,Less than 1 year,66,781,4
Ward 8,5290,MCKERNAN,Child less than 1 year,6,9,0
Ward 8,5290,MCKERNAN,No Response,44,163,248
Ward 8,6491,MILL CREEK RAVINE NORTH,5 years or more,0,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,No 3 years to less than 5 years,0,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,1 year to less than 3 years,0,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,Less than 1 year,0,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,Child less than 1 year,0,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,No Response,0,0,0
Ward 8,6550,OTTEWELL,5 years or more,3106,206,41
Ward 8,6550,OTTEWELL,No 3 years to less than 5 years,460,166,4
Ward 8,6550,OTTEWELL,1 year to less than 3 years,304,256,12
Ward 8,6550,OTTEWELL,Less than 1 year,278,407,2
Ward 8,6550,OTTEWELL,Child less than 1 year,36,18,0
Ward 8,6550,OTTEWELL,No Response,139,167,251
Ward 8,5330,QUEEN ALEXANDRA,5 years or more,539,414,19
Ward 8,5330,QUEEN ALEXANDRA,No 3 years to less than 5 years,154,453,7
Ward 8,5330,QUEEN ALEXANDRA,1 year to less than 3 years,152,722,28
Ward 8,5330,QUEEN ALEXANDRA,Less than 1 year,126,981,22
Ward 8,5330,QUEEN ALEXANDRA,Child less than 1 year,11,18,2
Ward 8,5330,QUEEN ALEXANDRA,No Response,87,712,231
Ward 8,6620,RIVER VALLEY GOLD BAR,5 years or more,0,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,No 3 years to less than 5 years,0,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,1 year to less than 3 years,0,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,Less than 1 year,0,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,Child less than 1 year,0,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,No Response,0,0,0
Ward 8,5370,RIVER VALLEY MAYFAIR,5 years or more,0,0,0
Ward 8,5370,RIVER VALLEY MAYFAIR,No 3 years to less than 5 years,0,0,0
Ward 8,5370,RIVER VALLEY MAYFAIR,1 year to less than 3 years,0,0,0
Ward 8,5370,RIVER VALLEY MAYFAIR,Less than 1 year,0,0,0
Ward 8,5370,RIVER VALLEY MAYFAIR,Child less than 1 year,0,0,0
Ward 8,5370,RIVER VALLEY MAYFAIR,No Response,0,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,5 years or more,0,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,No 3 years to less than 5 years,0,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,1 year to less than 3 years,0,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,Less than 1 year,0,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,Child less than 1 year,0,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,No Response,0,0,0
Ward 8,5390,RIVER VALLEY WALTERDALE,5 years or more,0,0,0
Ward 8,5390,RIVER VALLEY WALTERDALE,No 3 years to less than 5 years,0,0,0
Ward 8,5390,RIVER VALLEY WALTERDALE,1 year to less than 3 years,0,0,0
Ward 8,5390,RIVER VALLEY WALTERDALE,Less than 1 year,0,0,0
Ward 8,5390,RIVER VALLEY WALTERDALE,Child less than 1 year,0,0,0
Ward 8,5390,RIVER VALLEY WALTERDALE,No Response,0,0,0
Ward 8,5480,STRATHCONA,5 years or more,1496,666,67
Ward 8,5480,STRATHCONA,No 3 years to less than 5 years,369,654,30
Ward 8,5480,STRATHCONA,1 year to less than 3 years,258,1229,35
Ward 8,5480,STRATHCONA,Less than 1 year,216,1812,43
Ward 8,5480,STRATHCONA,Child less than 1 year,22,41,1
Ward 8,5480,STRATHCONA,No Response,331,1225,450
Ward 8,6710,STRATHEARN,5 years or more,679,308,4
Ward 8,6710,STRATHEARN,No 3 years to less than 5 years,139,211,4
Ward 8,6710,STRATHEARN,1 year to less than 3 years,95,377,2
Ward 8,6710,STRATHEARN,Less than 1 year,71,372,5
Ward 8,6710,STRATHEARN,Child less than 1 year,11,13,0
Ward 8,6710,STRATHEARN,No Response,56,212,60
Ward 8,6730,TERRACE HEIGHTS,5 years or more,768,169,1
Ward 8,6730,TERRACE HEIGHTS,No 3 years to less than 5 years,96,184,5
Ward 8,6730,TERRACE HEIGHTS,1 year to less than 3 years,84,272,4
Ward 8,6730,TERRACE HEIGHTS,Less than 1 year,56,302,0
Ward 8,6730,TERRACE HEIGHTS,Child less than 1 year,9,15,0
Ward 8,6730,TERRACE HEIGHTS,No Response,23,124,197
Ward 8,5520,UNIVERSITY OF ALBERTA,5 years or more,0,0,0
Ward 8,5520,UNIVERSITY OF ALBERTA,No 3 years to less than 5 years,0,0,0
Ward 8,5520,UNIVERSITY OF ALBERTA,1 year to less than 3 years,0,0,0
Ward 8,5520,UNIVERSITY OF ALBERTA,Less than 1 year,0,0,0
Ward 8,5520,UNIVERSITY OF ALBERTA,Child less than 1 year,0,0,0
Ward 8,5520,UNIVERSITY OF ALBERTA,No Response,0,0,0
Ward 8,5580,WINDSOR PARK,5 years or more,697,6,3
Ward 8,5580,WINDSOR PARK,No 3 years to less than 5 years,86,36,4
Ward 8,5580,WINDSOR PARK,1 year to less than 3 years,52,82,5
Ward 8,5580,WINDSOR PARK,Less than 1 year,39,108,0
Ward 8,5580,WINDSOR PARK,Child less than 1 year,5,1,0
Ward 8,5580,WINDSOR PARK,No Response,59,50,19
Ward 9,5458,ALLARD,5 years or more,17,6,0
Ward 9,5458,ALLARD,No 3 years to less than 5 years,0,0,0
Ward 9,5458,ALLARD,1 year to less than 3 years,8,1,0
Ward 9,5458,ALLARD,Less than 1 year,178,3,0
Ward 9,5458,ALLARD,Child less than 1 year,8,0,0
Ward 9,5458,ALLARD,No Response,12,0,8
Ward 9,5505,AMBLESIDE,5 years or more,0,0,0
Ward 9,5505,AMBLESIDE,No 3 years to less than 5 years,261,0,2
Ward 9,5505,AMBLESIDE,1 year to less than 3 years,929,54,2
Ward 9,5505,AMBLESIDE,Less than 1 year,637,77,5
Ward 9,5505,AMBLESIDE,Child less than 1 year,46,4,0
Ward 9,5505,AMBLESIDE,No Response,245,2,64
Ward 9,4014,ANTHONY HENDAY SOUTH,5 years or more,0,0,0
Ward 9,4014,ANTHONY HENDAY SOUTH,No 3 years to less than 5 years,0,0,0
Ward 9,4014,ANTHONY HENDAY SOUTH,1 year to less than 3 years,0,0,0
Ward 9,4014,ANTHONY HENDAY SOUTH,Less than 1 year,0,0,0
Ward 9,4014,ANTHONY HENDAY SOUTH,Child less than 1 year,0,0,0
Ward 9,4014,ANTHONY HENDAY SOUTH,No Response,0,0,0
Ward 9,4013,ANTHONY HENDAY TERWILLEGAR,5 years or more,0,0,0
Ward 9,4013,ANTHONY HENDAY TERWILLEGAR,No 3 years to less than 5 years,0,0,0
Ward 9,4013,ANTHONY HENDAY TERWILLEGAR,1 year to less than 3 years,0,0,0
Ward 9,4013,ANTHONY HENDAY TERWILLEGAR,Less than 1 year,0,0,0
Ward 9,4013,ANTHONY HENDAY TERWILLEGAR,Child less than 1 year,0,0,0
Ward 9,4013,ANTHONY HENDAY TERWILLEGAR,No Response,0,0,0
Ward 9,5590,BLACKBURNE,5 years or more,978,14,10
Ward 9,5590,BLACKBURNE,No 3 years to less than 5 years,130,20,2
Ward 9,5590,BLACKBURNE,1 year to less than 3 years,132,11,0
Ward 9,5590,BLACKBURNE,Less than 1 year,91,22,0
Ward 9,5590,BLACKBURNE,Child less than 1 year,15,0,0
Ward 9,5590,BLACKBURNE,No Response,54,5,22
Ward 9,5453,BLACKMUD CREEK,5 years or more,1307,11,4
Ward 9,5453,BLACKMUD CREEK,No 3 years to less than 5 years,467,42,2
Ward 9,5453,BLACKMUD CREEK,1 year to less than 3 years,322,75,2
Ward 9,5453,BLACKMUD CREEK,Less than 1 year,153,82,2
Ward 9,5453,BLACKMUD CREEK,Child less than 1 year,22,4,1
Ward 9,5453,BLACKMUD CREEK,No Response,29,3,49
Ward 9,5080,BRANDER GARDENS,5 years or more,920,186,5
Ward 9,5080,BRANDER GARDENS,No 3 years to less than 5 years,174,195,0
Ward 9,5080,BRANDER GARDENS,1 year to less than 3 years,141,279,4
Ward 9,5080,BRANDER GARDENS,Less than 1 year,101,248,1
Ward 9,5080,BRANDER GARDENS,Child less than 1 year,7,15,1
Ward 9,5080,BRANDER GARDENS,No Response,25,112,17
Ward 9,5090,BROOKSIDE,5 years or more,1092,67,2
Ward 9,5090,BROOKSIDE,No 3 years to less than 5 years,126,64,3
Ward 9,5090,BROOKSIDE,1 year to less than 3 years,102,117,0
Ward 9,5090,BROOKSIDE,Less than 1 year,61,118,0
Ward 9,5090,BROOKSIDE,Child less than 1 year,11,6,2
Ward 9,5090,BROOKSIDE,No Response,95,45,5
Ward 9,5100,BULYEA HEIGHTS,5 years or more,2732,13,20
Ward 9,5100,BULYEA HEIGHTS,No 3 years to less than 5 years,323,7,0
Ward 9,5100,BULYEA HEIGHTS,1 year to less than 3 years,174,19,2
Ward 9,5100,BULYEA HEIGHTS,Less than 1 year,72,20,4
Ward 9,5100,BULYEA HEIGHTS,Child less than 1 year,18,1,0
Ward 9,5100,BULYEA HEIGHTS,No Response,121,10,55
Ward 9,5457,CALLAGHAN,5 years or more,0,0,0
Ward 9,5457,CALLAGHAN,No 3 years to less than 5 years,103,6,0
Ward 9,5457,CALLAGHAN,1 year to less than 3 years,365,6,0
Ward 9,5457,CALLAGHAN,Less than 1 year,551,29,4
Ward 9,5457,CALLAGHAN,Child less than 1 year,24,1,0
Ward 9,5457,CALLAGHAN,No Response,40,2,46
Ward 9,5130,CARTER CREST,5 years or more,1105,5,2
Ward 9,5130,CARTER CREST,No 3 years to less than 5 years,148,6,7
Ward 9,5130,CARTER CREST,1 year to less than 3 years,103,20,0
Ward 9,5130,CARTER CREST,Less than 1 year,52,12,0
Ward 9,5130,CARTER CREST,Child less than 1 year,7,1,0
Ward 9,5130,CARTER CREST,No Response,70,1,185
Ward 9,5462,CHAPPELLE AREA,5 years or more,7,0,0
Ward 9,5462,CHAPPELLE AREA,No 3 years to less than 5 years,0,0,0
Ward 9,5462,CHAPPELLE AREA,1 year to less than 3 years,0,4,0
Ward 9,5462,CHAPPELLE AREA,Less than 1 year,123,9,3
Ward 9,5462,CHAPPELLE AREA,Child less than 1 year,2,0,0
Ward 9,5462,CHAPPELLE AREA,No Response,1,0,2
Ward 9,5463,DESROCHERS AREA,5 years or more,0,0,0
Ward 9,5463,DESROCHERS AREA,No 3 years to less than 5 years,0,0,0
Ward 9,5463,DESROCHERS AREA,1 year to less than 3 years,0,0,0
Ward 9,5463,DESROCHERS AREA,Less than 1 year,0,0,0
Ward 9,5463,DESROCHERS AREA,Child less than 1 year,0,0,0
Ward 9,5463,DESROCHERS AREA,No Response,0,0,0
Ward 9,5190,FALCONER HEIGHTS,5 years or more,1177,28,0
Ward 9,5190,FALCONER HEIGHTS,No 3 years to less than 5 years,190,54,6
Ward 9,5190,FALCONER HEIGHTS,1 year to less than 3 years,122,106,4
Ward 9,5190,FALCONER HEIGHTS,Less than 1 year,71,77,0
Ward 9,5190,FALCONER HEIGHTS,Child less than 1 year,8,2,0
Ward 9,5190,FALCONER HEIGHTS,No Response,65,1,159
Ward 9,5610,HADDOW,5 years or more,2337,16,11
Ward 9,5610,HADDOW,No 3 years to less than 5 years,821,55,7
Ward 9,5610,HADDOW,1 year to less than 3 years,439,70,0
Ward 9,5610,HADDOW,Less than 1 year,174,136,3
Ward 9,5610,HADDOW,Child less than 1 year,40,7,0
Ward 9,5610,HADDOW,No Response,84,2,140
Ward 9,5230,HENDERSON ESTATES,5 years or more,1302,2,26
Ward 9,5230,HENDERSON ESTATES,No 3 years to less than 5 years,199,0,0
Ward 9,5230,HENDERSON ESTATES,1 year to less than 3 years,129,2,4
Ward 9,5230,HENDERSON ESTATES,Less than 1 year,62,18,0
Ward 9,5230,HENDERSON ESTATES,Child less than 1 year,10,0,0
Ward 9,5230,HENDERSON ESTATES,No Response,55,0,84
Ward 9,5456,HERITAGE VALLEY AREA,5 years or more,0,0,0
Ward 9,5456,HERITAGE VALLEY AREA,No 3 years to less than 5 years,0,0,0
Ward 9,5456,HERITAGE VALLEY AREA,1 year to less than 3 years,0,0,0
Ward 9,5456,HERITAGE VALLEY AREA,Less than 1 year,0,0,0
Ward 9,5456,HERITAGE VALLEY AREA,Child less than 1 year,0,0,0
Ward 9,5456,HERITAGE VALLEY AREA,No Response,0,0,0
Ward 9,5461,HERITAGE VALLEY AREA EAST,5 years or more,0,0,0
Ward 9,5461,HERITAGE VALLEY AREA EAST,No 3 years to less than 5 years,0,0,0
Ward 9,5461,HERITAGE VALLEY AREA EAST,1 year to less than 3 years,0,0,0
Ward 9,5461,HERITAGE VALLEY AREA EAST,Less than 1 year,0,0,0
Ward 9,5461,HERITAGE VALLEY AREA EAST,Child less than 1 year,0,0,0
Ward 9,5461,HERITAGE VALLEY AREA EAST,No Response,0,0,0
Ward 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,5 years or more,0,0,0
Ward 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,No 3 years to less than 5 years,0,0,0
Ward 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,1 year to less than 3 years,0,0,0
Ward 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,Less than 1 year,0,0,0
Ward 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,Child less than 1 year,0,0,0
Ward 9,5464,HERITAGE VALLEY TOWN CENTRE AREA,No Response,0,0,0
Ward 9,5620,HODGSON,5 years or more,1211,23,11
Ward 9,5620,HODGSON,No 3 years to less than 5 years,448,37,10
Ward 9,5620,HODGSON,1 year to less than 3 years,314,80,4
Ward 9,5620,HODGSON,Less than 1 year,218,97,5
Ward 9,5620,HODGSON,Child less than 1 year,30,3,0
Ward 9,5620,HODGSON,No Response,38,1,118
Ward 9,5630,LEGER,5 years or more,1264,5,0
Ward 9,5630,LEGER,No 3 years to less than 5 years,450,34,0
Ward 9,5630,LEGER,1 year to less than 3 years,301,67,1
Ward 9,5630,LEGER,Less than 1 year,143,85,2
Ward 9,5630,LEGER,Child less than 1 year,19,4,0
Ward 9,5630,LEGER,No Response,32,5,146
Ward 9,5452,MACEWAN,5 years or more,1858,67,9
Ward 9,5452,MACEWAN,No 3 years to less than 5 years,1057,217,3
Ward 9,5452,MACEWAN,1 year to less than 3 years,675,503,6
Ward 9,5452,MACEWAN,Less than 1 year,259,504,2
Ward 9,5452,MACEWAN,Child less than 1 year,71,12,1
Ward 9,5452,MACEWAN,No Response,184,40,154
Ward 9,5477,MACTAGGART,5 years or more,78,0,0
Ward 9,5477,MACTAGGART,No 3 years to less than 5 years,360,13,3
Ward 9,5477,MACTAGGART,1 year to less than 3 years,530,20,6
Ward 9,5477,MACTAGGART,Less than 1 year,413,38,6
Ward 9,5477,MACTAGGART,Child less than 1 year,30,2,0
Ward 9,5477,MACTAGGART,No Response,54,3,123
Ward 9,5476,MAGRATH HEIGHTS,5 years or more,532,17,0
Ward 9,5476,MAGRATH HEIGHTS,No 3 years to less than 5 years,872,16,0
Ward 9,5476,MAGRATH HEIGHTS,1 year to less than 3 years,583,51,1
Ward 9,5476,MAGRATH HEIGHTS,Less than 1 year,238,93,0
Ward 9,5476,MAGRATH HEIGHTS,Child less than 1 year,34,4,0
Ward 9,5476,MAGRATH HEIGHTS,No Response,225,16,113
